# M/Ms Teff L/Ls g R/Rs Li/Li0 F33 F33B F41 F45B F47 F51 FHa F57 F63B F67 F75 F78 F82 F82B F89 G_RSV G G_BP G_RP Age Z
0.5 3681.0 -1.46 4.81 0.458 0.0 12.456 12.456 11.591 10.788 10.542 10.187 8.871 9.565 9.184 8.799 8.002 7.897 7.665 7.755 7.452 7.517 9.005 10.036 7.963 8.795880017344075 0.0152
0.6 3969.0 -1.17 4.73 0.552 0.0 11.365 11.365 10.53 9.691 9.414 9.106 7.842 8.441 8.119 7.78 7.211 7.096 6.93 7.002 6.757 6.8 8.092 8.929 7.169 8.795880017344075 0.0152
0.7 4385.0 -0.87 4.68 0.635 0.0 9.908 9.908 9.26 8.536 8.237 8.067 6.769 7.334 7.039 6.727 6.409 6.297 6.187 6.243 6.055 6.084 7.139 7.799 6.351 8.795880017344075 0.0152
0.8 4821.0 -0.6 4.63 0.716 0.003 8.335 8.335 7.975 7.405 7.165 6.971 5.936 6.408 6.171 5.911 5.679 5.588 5.502 5.546 5.401 5.415 6.3 6.814 5.63 8.795880017344075 0.0152
0.9 5213.0 -0.36 4.57 0.811 0.08 7.107 7.107 6.969 6.514 6.329 6.104 5.271 5.673 5.476 5.252 5.055 4.976 4.904 4.944 4.829 4.831 5.605 6.031 5.017 8.795880017344075 0.0152
1.0 5580.0 -0.14 4.51 0.916 0.307 6.102 6.102 6.129 5.767 5.624 5.4 4.697 5.049 4.879 4.681 4.509 4.442 4.375 4.414 4.323 4.318 5.003 5.363 4.48 8.795880017344075 0.0152
1.1 5907.0 0.07 4.44 1.04 0.574 5.285 5.285 5.406 5.114 4.998 4.791 4.176 4.489 4.34 4.163 4.009 3.95 3.889 3.926 3.856 3.843 4.457 4.769 3.986 8.795880017344075 0.0152
1.2 6183.0 0.26 4.37 1.183 0.77 4.621 4.621 4.785 4.544 4.448 4.262 3.713 3.994 3.861 3.7 3.562 3.509 3.454 3.489 3.433 3.414 3.971 4.245 3.544 8.795880017344075 0.0152
1.3 6446.0 0.44 4.31 1.327 0.88 4.071 4.071 4.24 4.038 3.959 3.793 3.302 3.554 3.436 3.291 3.167 3.12 3.07 3.103 3.06 3.036 3.538 3.779 3.153 8.795880017344075 0.0152
1.4 6727.0 0.59 4.25 1.462 0.938 3.589 3.589 3.741 3.573 3.506 3.362 2.933 3.152 3.049 2.921 2.812 2.772 2.729 2.759 2.728 2.701 3.144 3.351 2.803 8.795880017344075 0.0152
0.05 1443.0 -4.44 5.16 0.097 0.929 28.401 28.401 26.617 24.905 24.265 24.808 20.887 24.86 21.288 20.35 19.967 19.569 17.789 17.778 16.401 16.841 19.306 24.059 17.639 8.903089986991944 0.0152
0.06 1716.0 -4.15 5.25 0.096 0.0 27.488 27.488 25.699 23.725 23.423 22.85 19.174 22.486 19.724 18.828 18.171 17.992 16.749 16.912 15.819 16.174 18.468 22.061 16.891 8.903089986991944 0.0152
0.07 2136.0 -3.75 5.31 0.097 0.0 26.673 26.673 25.038 22.888 22.58 21.982 18.351 21.35 18.945 18.061 17.056 16.854 15.358 15.543 14.26 15.032 17.071 21.055 15.423 8.903089986991944 0.0152
0.072 2212.0 -3.69 5.31 0.098 0.0 26.429 26.429 24.983 22.873 22.579 21.96 18.207 21.011 18.78 17.905 16.752 16.57 15.114 15.321 14.075 14.836 16.877 20.856 15.236 8.903089986991944 0.0152
0.075 2294.0 -3.61 5.32 0.1 0.0 24.461 24.461 24.19 22.104 21.794 21.221 17.712 20.319 18.235 17.367 16.05 15.954 14.501 14.69 13.43 14.235 16.262 20.254 14.621 8.903089986991944 0.0152
0.08 2436.0 -3.47 5.31 0.104 0.0 24.218 24.218 23.196 20.975 20.663 20.074 17.167 19.312 17.689 16.854 15.142 15.15 13.821 14.095 13.027 13.701 15.745 19.475 14.146 8.903089986991944 0.0152
0.09 2656.0 -3.24 5.28 0.114 0.0 21.569 21.569 20.898 19.124 18.8 18.308 16.052 17.699 16.442 15.661 13.69 13.835 12.809 13.043 12.175 12.691 14.744 18.031 13.207 8.903089986991944 0.0152
0.1 2812.0 -3.06 5.25 0.125 0.0 19.723 19.723 19.039 17.603 17.304 16.83 14.967 16.335 15.374 14.679 12.815 12.902 12.106 12.318 11.621 11.973 14.014 16.702 12.546 8.903089986991944 0.0152
0.11 2915.0 -2.92 5.22 0.135 0.0 18.826 18.826 18.157 16.929 16.609 16.26 14.316 15.626 14.734 14.067 12.308 12.36 11.66 11.857 11.224 11.518 13.54 16.018 12.103 8.903089986991944 0.0152
0.13 3045.0 -2.73 5.17 0.156 0.0 17.515 17.515 16.671 15.668 15.397 15.027 13.369 14.488 13.767 13.179 11.609 11.62 11.052 11.222 10.677 10.895 12.843 14.881 11.478 8.903089986991944 0.0152
0.15 3130.0 -2.58 5.13 0.174 0.0 16.65 16.65 15.608 14.757 14.54 14.107 12.68 13.645 13.055 12.532 11.131 11.109 10.632 10.78 10.295 10.465 12.337 14.046 11.038 8.903089986991944 0.0152
0.17 3191.0 -2.46 5.1 0.192 0.0 16.114 16.114 15.113 14.285 14.07 13.642 12.223 13.15 12.596 12.094 10.782 10.742 10.308 10.447 9.99 10.139 11.97 13.564 10.703 8.903089986991944 0.0152
0.2 3260.0 -2.32 5.07 0.217 0.0 15.52 15.52 14.555 13.744 13.528 13.11 11.708 12.596 12.075 11.594 10.367 10.313 9.918 10.048 9.619 9.75 11.533 13.019 10.3 8.903089986991944 0.0152
0.3 3415.0 -1.99 4.99 0.29 0.0 14.265 14.265 13.365 12.578 12.358 11.958 10.584 11.397 10.936 10.494 9.443 9.363 9.039 9.153 8.776 8.876 10.554 11.84 9.391 8.903089986991944 0.0152
0.4 3521.0 -1.72 4.9 0.371 0.0 13.38 13.38 12.5 11.717 11.491 11.108 9.761 10.526 10.098 9.679 8.727 8.637 8.351 8.456 8.109 8.194 9.8 10.978 8.684 8.903089986991944 0.0152
0.5 3680.0 -1.46 4.81 0.459 0.0 12.456 12.456 11.59 10.787 10.541 10.186 8.87 9.565 9.184 8.799 7.999 7.895 7.662 7.753 7.449 7.514 9.004 10.035 7.961 8.903089986991944 0.0152
0.6 3968.0 -1.17 4.73 0.553 0.0 11.364 11.364 10.529 9.689 9.412 9.105 7.841 8.44 8.117 7.778 7.209 7.093 6.928 7.0 6.754 6.798 8.09 8.927 7.167 8.903089986991944 0.0152
0.7 4386.0 -0.87 4.68 0.636 0.0 9.904 9.904 9.256 8.532 8.234 8.064 6.765 7.33 7.035 6.724 6.405 6.294 6.184 6.239 6.052 6.08 7.136 7.796 6.347 8.903089986991944 0.0152
0.8 4823.0 -0.6 4.63 0.718 0.003 8.326 8.326 7.967 7.397 7.157 6.963 5.93 6.401 6.164 5.904 5.672 5.581 5.496 5.54 5.395 5.409 6.294 6.807 5.624 8.903089986991944 0.0152
0.9 5216.0 -0.36 4.57 0.813 0.079 7.095 7.095 6.958 6.505 6.32 6.095 5.263 5.665 5.468 5.244 5.047 4.969 4.896 4.936 4.821 4.824 5.597 6.022 5.01 8.903089986991944 0.0152
1.0 5586.0 -0.13 4.51 0.92 0.306 6.082 6.082 6.111 5.751 5.608 5.384 4.683 5.035 4.865 4.668 4.496 4.429 4.362 4.401 4.311 4.305 4.989 5.348 4.467 8.903089986991944 0.0152
1.1 5910.0 0.08 4.44 1.046 0.574 5.268 5.268 5.39 5.098 4.983 4.776 4.162 4.474 4.326 4.149 3.995 3.937 3.875 3.913 3.842 3.83 4.443 4.754 3.973 8.903089986991944 0.0152
1.2 6184.0 0.27 4.36 1.193 0.77 4.603 4.603 4.766 4.525 4.43 4.244 3.695 3.976 3.843 3.682 3.544 3.491 3.436 3.471 3.415 3.396 3.952 4.226 3.526 8.903089986991944 0.0152
1.3 6442.0 0.45 4.29 1.345 0.88 4.047 4.047 4.214 4.012 3.933 3.767 3.276 3.528 3.409 3.264 3.14 3.093 3.043 3.076 3.033 3.009 3.512 3.752 3.126 8.903089986991944 0.0152
1.4 6705.0 0.61 4.24 1.491 0.938 3.569 3.569 3.719 3.549 3.482 3.336 2.903 3.124 3.021 2.891 2.782 2.74 2.697 2.727 2.695 2.669 3.116 3.325 2.772 8.903089986991944 0.0152
0.05 1383.0 -4.52 5.18 0.096 0.923 28.709 28.709 26.952 25.265 24.522 25.506 21.672 25.661 22.015 21.07 20.655 20.119 18.223 18.057 16.54 17.113 19.534 24.678 17.826 9.0 0.0152
0.06 1584.0 -4.3 5.27 0.094 0.0 28.094 28.094 26.275 24.411 24.055 23.656 19.825 23.37 20.333 19.422 18.84 18.633 17.313 17.467 16.359 16.652 19.034 22.861 17.451 9.0 0.0152
0.07 2047.0 -3.85 5.33 0.094 0.0 26.875 26.875 25.186 23.115 22.789 22.249 18.527 21.666 19.128 18.239 17.362 17.161 15.711 15.878 14.608 15.319 17.395 21.296 15.755 9.0 0.0152
0.072 2109.0 -3.79 5.34 0.095 0.0 26.641 26.641 25.005 22.833 22.509 21.948 18.4 21.522 19.005 18.114 17.181 16.978 15.447 15.62 14.317 15.09 17.136 21.138 15.484 9.0 0.0152
0.075 2243.0 -3.67 5.34 0.097 0.0 25.768 25.768 24.701 22.596 22.289 21.705 18.031 20.8 18.59 17.715 16.52 16.372 14.909 15.107 13.852 14.624 16.667 20.654 15.026 9.0 0.0152
0.08 2400.0 -3.51 5.33 0.102 0.0 24.725 24.725 23.608 21.391 21.057 20.518 17.336 19.634 17.886 17.037 15.415 15.384 14.005 14.279 13.174 13.869 15.917 19.74 14.307 9.0 0.0152
0.09 2648.0 -3.25 5.29 0.113 0.0 21.687 21.687 21.014 19.222 18.895 18.409 16.113 17.776 16.511 15.727 13.756 13.894 12.854 13.092 12.217 12.738 14.793 18.109 13.252 9.0 0.0152
0.1 2810.0 -3.06 5.25 0.124 0.0 19.743 19.743 19.059 17.618 17.32 16.844 14.981 16.35 15.387 14.691 12.826 12.913 12.115 12.328 11.629 11.983 14.025 16.717 12.555 9.0 0.0152
0.11 2915.0 -2.92 5.22 0.135 0.0 18.83 18.83 18.161 16.932 16.613 16.264 14.319 15.629 14.737 14.07 12.311 12.363 11.663 11.86 11.226 11.52 13.542 16.022 12.105 9.0 0.0152
0.13 3045.0 -2.73 5.17 0.156 0.0 17.515 17.515 16.671 15.668 15.397 15.027 13.37 14.488 13.768 13.179 11.61 11.62 11.052 11.222 10.677 10.896 12.843 14.882 11.479 9.0 0.0152
0.15 3130.0 -2.58 5.13 0.174 0.0 16.65 16.65 15.608 14.757 14.54 14.107 12.68 13.645 13.055 12.532 11.131 11.109 10.632 10.78 10.295 10.465 12.337 14.046 11.038 9.0 0.0152
0.17 3191.0 -2.46 5.1 0.192 0.0 16.114 16.114 15.113 14.284 14.07 13.641 12.222 13.15 12.595 12.093 10.782 10.742 10.308 10.447 9.99 10.139 11.97 13.563 10.702 9.0 0.0152
0.2 3261.0 -2.32 5.07 0.217 0.0 15.52 15.52 14.555 13.744 13.527 13.11 11.707 12.596 12.075 11.594 10.367 10.313 9.917 10.048 9.618 9.75 11.533 13.019 10.299 9.0 0.0152
0.3 3415.0 -1.99 4.99 0.291 0.0 14.263 14.263 13.362 12.576 12.356 11.956 10.582 11.395 10.934 10.492 9.441 9.361 9.037 9.151 8.774 8.874 10.552 11.838 9.389 9.0 0.0152
0.4 3520.0 -1.72 4.9 0.372 0.0 13.376 13.376 12.495 11.713 11.487 11.104 9.757 10.523 10.094 9.675 8.722 8.632 8.346 8.451 8.104 8.188 9.795 10.974 8.679 9.0 0.0152
0.5 3680.0 -1.46 4.81 0.46 0.0 12.453 12.453 11.587 10.784 10.539 10.184 8.868 9.562 9.181 8.796 7.996 7.892 7.659 7.75 7.446 7.512 9.001 10.032 7.958 9.0 0.0152
0.6 3967.0 -1.16 4.73 0.554 0.0 11.362 11.362 10.527 9.687 9.41 9.102 7.839 8.438 8.115 7.776 7.206 7.091 6.925 6.997 6.751 6.795 8.088 8.925 7.164 9.0 0.0152
0.7 4387.0 -0.87 4.67 0.637 0.0 9.897 9.897 9.25 8.526 8.228 8.058 6.76 7.325 7.03 6.719 6.401 6.289 6.179 6.234 6.047 6.076 7.131 7.79 6.342 9.0 0.0152
0.8 4826.0 -0.6 4.63 0.719 0.002 8.315 8.315 7.957 7.388 7.149 6.954 5.923 6.394 6.157 5.897 5.666 5.575 5.49 5.534 5.389 5.403 6.287 6.799 5.618 9.0 0.0152
0.9 5220.0 -0.35 4.57 0.816 0.078 7.08 7.08 6.945 6.493 6.309 6.083 5.253 5.654 5.458 5.234 5.038 4.96 4.887 4.927 4.813 4.815 5.587 6.011 5.001 9.0 0.0152
1.0 5592.0 -0.13 4.51 0.923 0.306 6.063 6.063 6.094 5.735 5.593 5.369 4.67 5.021 4.851 4.655 4.483 4.416 4.349 4.388 4.299 4.293 4.976 5.334 4.454 9.0 0.0152
1.1 5916.0 0.09 4.43 1.054 0.574 5.243 5.243 5.366 5.075 4.961 4.754 4.141 4.453 4.305 4.128 3.975 3.917 3.855 3.893 3.823 3.81 4.422 4.732 3.953 9.0 0.0152
1.2 6187.0 0.28 4.36 1.204 0.77 4.579 4.579 4.742 4.501 4.406 4.22 3.672 3.953 3.82 3.66 3.522 3.469 3.414 3.449 3.393 3.374 3.93 4.203 3.504 9.0 0.0152
1.3 6438.0 0.46 4.28 1.363 0.88 4.023 4.023 4.188 3.986 3.906 3.74 3.249 3.501 3.382 3.237 3.113 3.066 3.016 3.049 3.005 2.982 3.485 3.726 3.099 9.0 0.0152
1.4 6684.0 0.62 4.22 1.521 0.938 3.547 3.547 3.695 3.523 3.455 3.308 2.87 3.094 2.989 2.859 2.748 2.706 2.663 2.693 2.66 2.634 3.084 3.296 2.738 9.0 0.0152
0.06 1379.0 -4.59 5.32 0.089 0.0 28.835 28.835 27.111 25.404 24.601 25.861 22.217 26.166 22.535 21.585 21.053 20.463 18.571 18.288 16.684 17.367 19.712 24.976 17.979 9.301029995663981 0.0152
0.07 1720.0 -4.19 5.37 0.091 0.0 27.389 27.389 25.623 23.651 23.279 22.875 19.21 22.658 19.762 18.859 18.255 18.08 16.739 16.905 15.776 16.146 18.457 22.15 16.87 9.301029995663981 0.0152
0.072 1811.0 -4.09 5.38 0.091 0.0 27.124 27.124 25.399 23.347 22.978 22.551 18.968 22.358 19.543 18.643 17.982 17.805 16.418 16.579 15.397 15.871 18.114 21.851 16.507 9.301029995663981 0.0152
0.075 2083.0 -3.84 5.38 0.093 0.0 26.697 26.697 25.05 22.896 22.556 22.039 18.469 21.68 19.08 18.185 17.303 17.103 15.567 15.734 14.432 15.18 17.246 21.243 15.595 9.301029995663981 0.0152
0.08 2348.0 -3.57 5.35 0.099 0.0 24.686 24.686 23.93 21.767 21.44 20.894 17.528 20.015 18.067 17.205 15.755 15.692 14.268 14.493 13.301 14.051 16.095 20.015 14.468 9.301029995663981 0.0152
0.09 2643.0 -3.25 5.29 0.113 0.0 21.751 21.751 21.076 19.276 18.946 18.464 16.147 17.818 16.549 15.764 13.792 13.926 12.878 13.119 12.24 12.764 14.82 18.151 13.278 9.301029995663981 0.0152
0.1 2810.0 -3.06 5.25 0.124 0.0 19.746 19.746 19.062 17.621 17.322 16.847 14.983 16.353 15.39 14.694 12.828 12.915 12.117 12.33 11.631 11.985 14.027 16.719 12.557 9.301029995663981 0.0152
0.11 2915.0 -2.92 5.22 0.135 0.0 18.829 18.829 18.16 16.931 16.612 16.263 14.319 15.629 14.736 14.069 12.31 12.362 11.662 11.859 11.226 11.52 13.542 16.021 12.105 9.301029995663981 0.0152
0.13 3045.0 -2.73 5.17 0.156 0.0 17.513 17.513 16.667 15.665 15.395 15.024 13.368 14.486 13.766 13.177 11.609 11.619 11.052 11.221 10.676 10.895 12.842 14.879 11.478 9.301029995663981 0.0152
0.15 3130.0 -2.58 5.13 0.174 0.0 16.648 16.648 15.606 14.755 14.539 14.105 12.678 13.643 13.054 12.53 11.13 11.108 10.631 10.78 10.294 10.464 12.336 14.044 11.037 9.301029995663981 0.0152
0.17 3191.0 -2.46 5.1 0.192 0.0 16.111 16.111 15.111 14.283 14.068 13.64 12.221 13.148 12.594 12.092 10.781 10.741 10.307 10.446 9.989 10.138 11.968 13.561 10.701 9.301029995663981 0.0152
0.2 3261.0 -2.32 5.07 0.217 0.0 15.516 15.516 14.552 13.741 13.525 13.107 11.705 12.593 12.072 11.591 10.365 10.31 9.915 10.046 9.616 9.748 11.531 13.016 10.297 9.301029995663981 0.0152
0.3 3415.0 -1.98 4.98 0.293 0.0 14.245 14.245 13.345 12.559 12.34 11.94 10.567 11.38 10.919 10.477 9.425 9.345 9.021 9.135 8.758 8.858 10.536 11.823 9.373 9.301029995663981 0.0152
0.4 3519.0 -1.71 4.89 0.374 0.0 13.364 13.364 12.483 11.702 11.476 11.093 9.747 10.513 10.084 9.665 8.71 8.621 8.333 8.439 8.091 8.176 9.784 10.964 8.667 9.301029995663981 0.0152
0.5 3679.0 -1.45 4.81 0.462 0.0 12.443 12.443 11.577 10.775 10.529 10.174 8.858 9.553 9.172 8.787 7.986 7.882 7.648 7.739 7.435 7.5 8.991 10.023 7.948 9.301029995663981 0.0152
0.6 3969.0 -1.16 4.72 0.557 0.0 11.347 11.347 10.511 9.671 9.395 9.087 7.825 8.423 8.101 7.762 7.193 7.077 6.912 6.984 6.738 6.782 8.074 8.911 7.151 9.301029995663981 0.0152
0.7 4396.0 -0.86 4.67 0.64 0.0 9.858 9.858 9.215 8.494 8.197 8.027 6.733 7.297 7.003 6.693 6.379 6.268 6.159 6.213 6.027 6.055 7.106 7.761 6.32 9.301029995663981 0.0152
0.8 4842.0 -0.59 4.62 0.725 0.001 8.253 8.253 7.906 7.342 7.105 6.909 5.887 6.354 6.12 5.862 5.632 5.542 5.458 5.501 5.358 5.371 6.25 6.758 5.584 9.301029995663981 0.0152
0.9 5244.0 -0.33 4.56 0.827 0.073 6.998 6.998 6.875 6.43 6.249 6.022 5.203 5.6 5.406 5.184 4.989 4.912 4.84 4.88 4.767 4.769 5.535 5.954 4.953 9.301029995663981 0.0152
1.0 5627.0 -0.1 4.49 0.944 0.306 5.954 5.954 5.997 5.646 5.508 5.285 4.596 4.942 4.775 4.581 4.411 4.345 4.279 4.318 4.23 4.224 4.898 5.251 4.383 9.301029995663981 0.0152
1.1 5945.0 0.13 4.4 1.093 0.574 5.122 5.122 5.249 4.965 4.853 4.649 4.043 4.351 4.205 4.03 3.879 3.82 3.76 3.797 3.729 3.715 4.321 4.627 3.857 9.301029995663981 0.0152
1.2 6202.0 0.33 4.31 1.274 0.77 4.442 4.442 4.599 4.362 4.269 4.084 3.541 3.819 3.688 3.528 3.391 3.339 3.284 3.319 3.264 3.245 3.796 4.067 3.374 9.301029995663981 0.0152
1.3 6403.0 0.52 4.21 1.481 0.88 3.89 3.89 4.042 3.837 3.756 3.587 3.09 3.345 3.225 3.078 2.952 2.904 2.854 2.888 2.842 2.819 3.328 3.573 2.938 9.301029995663981 0.0152
1.4 6464.0 0.68 4.1 1.751 0.938 3.474 3.474 3.607 3.411 3.334 3.171 2.689 2.937 2.821 2.678 2.556 2.51 2.461 2.494 2.451 2.428 2.922 3.158 2.543 9.301029995663981 0.0152
0.06 1313.0 -4.7 5.34 0.086 0.0 29.266 29.266 27.579 25.859 24.979 26.635 23.205 27.113 23.465 22.504 21.826 21.119 19.22 18.746 17.011 17.878 20.066 25.573 18.295 9.477121254719663 0.0152
0.07 1650.0 -4.27 5.38 0.09 0.0 27.765 27.765 25.971 24.063 23.688 23.303 19.55 23.064 20.082 19.174 18.592 18.406 17.079 17.244 16.132 16.451 18.805 22.55 17.222 9.477121254719663 0.0152
0.072 1793.0 -4.11 5.38 0.091 0.0 27.164 27.164 25.432 23.393 23.022 22.603 19.006 22.407 19.577 18.677 18.026 17.849 16.468 16.63 15.457 15.912 18.169 21.899 16.565 9.477121254719663 0.0152
0.075 2052.0 -3.87 5.39 0.092 0.0 26.829 26.829 25.154 23.066 22.72 22.231 18.534 21.759 19.144 18.249 17.394 17.197 15.703 15.869 14.588 15.299 17.385 21.331 15.741 9.477121254719663 0.0152
0.08 2343.0 -3.58 5.35 0.099 0.0 24.69 24.69 23.962 21.803 21.477 20.931 17.546 20.052 18.083 17.221 15.788 15.722 14.293 14.513 13.313 14.068 16.112 20.042 14.483 9.477121254719663 0.0152
0.09 2644.0 -3.25 5.29 0.113 0.0 21.748 21.748 21.073 19.273 18.943 18.461 16.145 17.816 16.547 15.762 13.79 13.925 12.877 13.118 12.239 12.763 14.818 18.149 13.276 9.477121254719663 0.0152
0.1 2810.0 -3.06 5.25 0.124 0.0 19.744 19.744 19.06 17.62 17.321 16.846 14.982 16.351 15.388 14.692 12.827 12.914 12.116 12.329 11.63 11.984 14.026 16.718 12.556 9.477121254719663 0.0152
0.11 2915.0 -2.92 5.22 0.135 0.0 18.827 18.827 18.158 16.93 16.61 16.261 14.317 15.627 14.734 14.068 12.309 12.361 11.661 11.859 11.225 11.519 13.541 16.019 12.104 9.477121254719663 0.0152
0.13 3046.0 -2.73 5.17 0.156 0.0 17.51 17.51 16.664 15.662 15.392 15.021 13.366 14.483 13.764 13.176 11.608 11.618 11.051 11.22 10.676 10.894 12.841 14.877 11.477 9.477121254719663 0.0152
0.15 3131.0 -2.58 5.13 0.174 0.0 16.646 16.646 15.605 14.754 14.537 14.104 12.677 13.641 13.052 12.529 11.129 11.107 10.63 10.779 10.293 10.463 12.335 14.042 11.036 9.477121254719663 0.0152
0.17 3191.0 -2.46 5.1 0.192 0.0 16.109 16.109 15.109 14.281 14.066 13.638 12.219 13.146 12.592 12.09 10.779 10.739 10.305 10.445 9.988 10.137 11.967 13.559 10.7 9.477121254719663 0.0152
0.2 3261.0 -2.32 5.07 0.217 0.0 15.512 15.512 14.548 13.737 13.521 13.104 11.701 12.59 12.069 11.588 10.362 10.308 9.913 10.043 9.614 9.745 11.528 13.013 10.295 9.477121254719663 0.0152
0.3 3416.0 -1.97 4.97 0.295 0.0 14.227 14.227 13.326 12.542 12.323 11.923 10.551 11.364 10.903 10.461 9.408 9.328 9.004 9.118 8.741 8.841 10.519 11.806 9.356 9.477121254719663 0.0152
0.4 3520.0 -1.71 4.89 0.375 0.0 13.356 13.356 12.475 11.694 11.468 11.085 9.739 10.505 10.076 9.657 8.703 8.613 8.326 8.431 8.084 8.169 9.776 10.956 8.659 9.477121254719663 0.0152
0.5 3679.0 -1.45 4.8 0.464 0.0 12.435 12.435 11.568 10.766 10.521 10.166 8.85 9.545 9.164 8.778 7.978 7.874 7.64 7.731 7.427 7.492 8.983 10.015 7.94 9.477121254719663 0.0152
0.6 3974.0 -1.15 4.72 0.559 0.0 11.329 11.329 10.493 9.653 9.376 9.07 7.808 8.405 8.083 7.745 7.179 7.064 6.899 6.971 6.726 6.77 8.059 8.892 7.137 9.477121254719663 0.0152
0.7 4407.0 -0.85 4.67 0.643 0.0 9.813 9.813 9.178 8.46 8.164 7.994 6.707 7.268 6.976 6.667 6.356 6.246 6.138 6.192 6.007 6.035 7.08 7.731 6.298 9.477121254719663 0.0152
0.8 4859.0 -0.57 4.61 0.731 0.001 8.191 8.191 7.854 7.296 7.062 6.863 5.853 6.316 6.084 5.828 5.6 5.51 5.426 5.47 5.327 5.34 6.214 6.718 5.552 9.477121254719663 0.0152
0.9 5270.0 -0.31 4.55 0.838 0.07 6.91 6.91 6.801 6.363 6.186 5.957 5.149 5.543 5.351 5.131 4.938 4.861 4.79 4.83 4.719 4.72 5.479 5.893 4.902 9.477121254719663 0.0152
1.0 5661.0 -0.06 4.47 0.966 0.306 5.843 5.843 5.896 5.553 5.418 5.196 4.518 4.86 4.695 4.503 4.336 4.27 4.205 4.244 4.158 4.151 4.818 5.165 4.308 9.477121254719663 0.0152
1.1 5974.0 0.17 4.36 1.143 0.574 4.984 4.984 5.115 4.836 4.727 4.525 3.927 4.232 4.087 3.914 3.764 3.707 3.647 3.684 3.617 3.602 4.202 4.504 3.743 9.477121254719663 0.0152
1.2 6191.0 0.39 4.25 1.366 0.77 4.31 4.31 4.458 4.221 4.127 3.942 3.397 3.676 3.544 3.384 3.247 3.195 3.139 3.175 3.119 3.1 3.653 3.925 3.229 9.477121254719663 0.0152
1.3 6177.0 0.56 4.11 1.671 0.88 3.901 3.901 4.029 3.792 3.7 3.514 2.968 3.248 3.116 2.956 2.818 2.766 2.71 2.745 2.689 2.67 3.225 3.497 2.8 9.477121254719663 0.0152
0.07 1631.0 -4.29 5.38 0.09 0.0 27.883 27.883 26.082 24.19 23.815 23.433 19.654 23.184 20.179 19.27 18.69 18.501 17.176 17.341 16.231 16.541 18.903 22.67 17.321 9.602059991327963 0.0152
0.072 1790.0 -4.12 5.38 0.091 0.0 27.173 27.173 25.44 23.404 23.032 22.615 19.015 22.419 19.585 18.685 18.037 17.86 16.479 16.641 15.47 15.922 18.181 21.91 16.578 9.602059991327963 0.0152
0.075 2041.0 -3.88 5.39 0.092 0.0 26.872 26.872 25.188 23.122 22.774 22.295 18.555 21.783 19.164 18.269 17.423 17.227 15.746 15.913 14.638 15.336 17.429 21.359 15.787 9.602059991327963 0.0152
0.08 2343.0 -3.58 5.35 0.099 0.0 24.691 24.691 23.964 21.805 21.479 20.933 17.547 20.054 18.084 17.222 15.789 15.724 14.295 14.515 13.314 14.069 16.113 20.043 14.484 9.602059991327963 0.0152
0.09 2644.0 -3.25 5.29 0.113 0.0 21.744 21.744 21.069 19.27 18.94 18.458 16.143 17.814 16.544 15.759 13.788 13.923 12.876 13.116 12.238 12.762 14.817 18.146 13.275 9.602059991327963 0.0152
0.1 2811.0 -3.06 5.25 0.124 0.0 19.742 19.742 19.058 17.618 17.319 16.844 14.98 16.349 15.386 14.691 12.826 12.913 12.115 12.328 11.629 11.983 14.025 16.716 12.555 9.602059991327963 0.0152
0.11 2916.0 -2.92 5.22 0.135 0.0 18.825 18.825 18.156 16.928 16.608 16.259 14.316 15.625 14.733 14.067 12.308 12.36 11.66 11.858 11.224 11.518 13.54 16.018 12.103 9.602059991327963 0.0152
0.13 3046.0 -2.73 5.17 0.156 0.0 17.508 17.508 16.66 15.659 15.389 15.018 13.364 14.481 13.762 13.174 11.606 11.617 11.05 11.219 10.675 10.893 12.839 14.874 11.476 9.602059991327963 0.0152
0.15 3131.0 -2.58 5.13 0.174 0.0 16.644 16.644 15.603 14.752 14.535 14.102 12.675 13.639 13.051 12.527 11.128 11.106 10.629 10.778 10.292 10.462 12.334 14.041 11.035 9.602059991327963 0.0152
0.17 3192.0 -2.46 5.1 0.192 0.0 16.106 16.106 15.106 14.278 14.063 13.635 12.216 13.143 12.589 12.088 10.777 10.737 10.304 10.443 9.986 10.135 11.965 13.557 10.698 9.602059991327963 0.0152
0.2 3262.0 -2.32 5.06 0.217 0.0 15.507 15.507 14.543 13.733 13.517 13.099 11.697 12.585 12.065 11.584 10.358 10.304 9.909 10.04 9.61 9.742 11.524 13.008 10.291 9.602059991327963 0.0152
0.3 3416.0 -1.97 4.97 0.297 0.0 14.211 14.211 13.31 12.527 12.308 11.908 10.538 11.35 10.889 10.447 9.393 9.313 8.989 9.103 8.726 8.826 10.504 11.792 9.342 9.602059991327963 0.0152
0.4 3520.0 -1.71 4.89 0.376 0.0 13.348 13.348 12.467 11.686 11.46 11.077 9.732 10.497 10.069 9.649 8.695 8.606 8.319 8.424 8.077 8.162 9.769 10.948 8.652 9.602059991327963 0.0152
0.5 3680.0 -1.45 4.8 0.465 0.0 12.426 12.426 11.56 10.758 10.512 10.157 8.842 9.536 9.155 8.77 7.97 7.866 7.633 7.724 7.42 7.485 8.975 10.006 7.932 9.602059991327963 0.0152
