name,RA_ICRS,DE_ICRS,Dist,e_Dist,logage,e_logage,Av,e_Av,r_memb,m_binsize,m_memb,M_class,P_class,R_class,rc,rt,c,n0,unc_rc_max,unc_rt_max,unc_c_max,unc_n0_max,unc_rc_min,unc_rt_min,unc_c_min,unc_n0_min,steps_emcee,M_bp,M_rp,M(rt)_dv,M_bp_dv,M_rp_dv,M(rt_min),M(rt),M(rt_max),unc_M(rt_min),unc_M(rt),unc_M(rt_max)
FSR_1211,115.3385,-9.6045,3176,124,9.125,0.022,0.456,0.091,0.5,0.5,0.5,M2,P2,R2,3.75446,4.73301,0.09976,22.26229,0.5433,0.9347,0.0782,8.8275,-0.7708,-0.4851,-0.0543,-10.9778,100000,315.897,313.15,291.231,341.3119999999999,339.9190000000001,235.687,258.761,283.483,10.459000000000001,11.253,11.661
FSR_1252,110.6573,-18.7096,2899,143,8.976,0.022,1.133,0.081,0.6,0.5,0.6,M2,P2,R1,1.8418,4.41805,0.15833,13.27704,0.8025,9.7222,0.1117,22.1934,-0.5696,-1.1489,-0.095,-6.8466,200000,377.717,486.36,417.023,427.696,504.458,303.4120000000001,379.406,468.347,15.505999999999998,18.151,18.502
FSR_1253,111.5893,-18.4277,3830,368,8.432,0.147,2.154,0.139,0.5,0.5,0.5,M1,P2,R2,6.09136,9.04542,0.08456,9.73403,1.4506,5.0711,0.0715,6.9653,-1.9738,-1.4231,-0.0454,-6.2304,100000,991.916,967.44,1003.11,1052.595,1058.228,845.061,964.864,1074.361,37.418,37.499,41.113
FSR_1260,112.0904,-19.6839,2692,133,7.915,0.385,1.351,0.105,0.5,1.0,0.5,M2,P1,R2,3.2960300000000005,6.34895,0.12458,6.1879800000000005,1.2809,33.6821,0.1241,8.3671,-1.3030000000000002,-1.5729,-0.0749,-4.2203,100000,208.544,232.032,260.645,233.149,247.637,231.32,246.979,254.097,12.623,12.559000000000001,13.327
FSR_1284,109.9861,-24.5254,2253,74,8.891,0.076,1.077,0.159,0.5,1.0,0.5,M2,P1,R2,0.87869,14.870079999999998,0.27499,8.425239999999999,0.6678,54.5732,0.2905,25.7027,-0.20600000000000002,-12.5499,-0.1825,-1.5765,200000,224.815,248.449,221.905,239.49,254.208,142.38299999999995,201.18,201.18,7.029,8.82,9.207
FSR_1315,117.1714,-26.9799,4111,334,7.802,0.433,1.338,0.071,0.5,1.0,0.5,M1,P1,R2,4.185969999999998,5.19487,0.05143,10.921,0.5817,0.9488,0.0271,4.0127,-0.8382,-0.4941,-0.0205,-5.2556,100000,252.4,224.83900000000003,235.936,236.531,220.859,252.4,252.4,312.598,12.214,14.48,15.149000000000001
FSR_1335,123.0151,-28.9885,4859,375,8.234,0.396,1.086,0.084,0.5,1.0,0.5,M1,P2,R2,0.5684,5.98142,0.03877,7.54608,0.0797,19.0212,0.0262,1.1727,-0.0755,-2.2541,-0.0138,-0.7984,100000,153.025,183.227,142.725,152.342,173.30700000000004,144.971,144.971,156.381,14.407,13.312999999999999,13.431
FSR_1342,119.4816,-31.5076,2729,222,8.411,0.343,2.386,0.126,0.5,0.5,0.5,M1,P2,R2,0.93777,6.23091,0.15936,16.889879999999998,0.1325,10.3325,0.1473,4.1291,-0.1199,-2.0576,-0.1007,-2.9393,100000,632.508,652.475,578.16,577.669,614.705,543.622,630.575,630.575,16.277,16.825,17.139
FSR_1352,116.6128,-34.2953,3401,360,6.6679999999999975,0.039,2.7030000000000003,0.06,0.5,0.5,0.5,M2,P2,R2,2.21573,4.60567,0.09211,5.48583,0.9546,39.3345,0.0885,8.5166,-0.9031,-1.2948,-0.0516,-3.6945,100000,251.748,280.594,283.668,282.9840000000001,284.829,256.118,268.356,311.188,34.508,37.292,31.988000000000003
FSR_1399,131.0369,-39.3514,2784,343,8.796,0.5870000000000001,3.028,0.141,0.5,0.5,0.5,M2,P2,R2,0.99722,4.13983,0.11979,11.5384,0.54,13.8545,0.1074,20.3739,-0.2274,-1.8019,-0.0718,-3.6668,200000,384.076,400.005,387.052,394.22,439.72,273.75,365.787,400.005,13.365,13.378,13.533
FSR_1402,136.4332,-37.8777,3841,561,9.59,0.109,1.0,0.106,0.5,0.5,0.5,M1,P2,R1,2.2970200000000003,10.16646,0.05438,4.8539400000000015,0.3576,5.046,0.0301,1.4711,-0.2691,-2.4924,-0.0232,-0.8501,100000,840.1419999999998,1029.944,1143.364,1066.549,1170.657,819.909,1001.04,1081.008,57.70399999999999,55.743,69.854
FSR_1407,142.4549,-33.851,3158,142,9.91,0.037000000000000005,0.327,0.06,0.5,0.5,0.5,M2,P1,R1,1.89506,8.78437,0.11777,6.77389,0.9529,35.0719,0.1095,10.5985,-0.39399999999999996,-4.0919,-0.0705,-2.0413,100000,666.122,652.005,866.76,844.5989999999998,865.5980000000002,455.257,642.3,652.888,37.657,41.283,41.903
FSR_1663,205.2466,-60.2003,2921,167,9.051,0.044,2.923,0.057,0.5,0.5,0.5,M1,P2,R1,1.8152,5.00247,0.2869,17.77295,0.7188,10.5295,0.2585,22.2059,-0.4837,-1.3721,-0.1917,-8.0058,100000,958.13,1084.489,1132.05,1170.068,1220.365,868.58,1002.081,1002.081,43.977,45.756,54.644
FSR_1723,238.7693,-46.0129,1458,48,8.099,0.138,1.561,0.036000000000000004,0.5,0.5,0.5,M2,P1,R1,0.66924,4.01001,0.5402,46.15969000000001,0.1052,14.9117,0.3834,12.8437,-0.1157,-1.2954,-0.371,-9.475,200000,473.80800000000005,469.7,454.462,453.217,445.343,391.645,482.024,482.024,9.994,9.927,11.612
Gulliver_1,161.5802,-57.0291,2721,164,9.121,0.053,0.805,0.136,0.5,0.5,0.5,M2,P1,R1,2.06157,6.35341,0.07723,9.29057,0.5444,3.2519,0.0403,6.7448,-0.3305,-1.6143,-0.0351,-2.5537,100000,396.108,407.645,410.844,455.874,493.845,270.298,329.082,374.681,10.126,12.735,15.805
Gulliver_11,68.0164,43.6019,925,22,8.535,0.404,1.526,0.149,0.5,0.5,0.5,M2,P1,R2,2.96405,4.5639400000000006,0.1607,17.39977,0.7871,10.1084,0.1489,13.7287,-1.1145,-0.8541,-0.0983,-13.050999999999998,100000,156.382,148.184,148.19899999999996,146.153,143.149,145.031,157.643,215.025,7.0329999999999995,5.972,7.106
Gulliver_13,104.8738,-13.2474,1501,129,8.774,0.34600000000000003,1.676,0.194,0.5,1.0,0.5,M1,P2,R1,1.81346,13.68976,0.03274,4.07745,0.1239,5.1841,0.0174,0.3822,-0.1197,-2.7939,-0.0093,-0.32799999999999996,100000,286.14,362.837,358.277,315.964,372.036,332.158,351.037,351.037,12.708,13.254000000000001,12.003
Gulliver_14,259.9153,-36.7629,1262,43,8.535,0.254,2.003,0.204,0.5,1.0,0.5,M2,P2,R2,3.87389,9.98103,0.05181,1.88099,2.0979,38.3617,0.04,3.7446,-1.4578,-3.5074,-0.0229,-1.0318,100000,193.585,206.827,173.35299999999995,191.582,200.819,150.70600000000005,172.77599999999995,182.235,7.729,8.602,8.901
Gulliver_17,302.6622,35.8754,1583,53,7.742000000000001,0.153,1.238,0.041,0.5,0.5,0.5,M2,P1,R2,0.40402,42.13655,0.11998,38.1561,0.0234,37.5594,0.1107,1.4887,-0.0203,-27.5619,-0.0693,-1.2424,100000,500.179,513.4780000000002,460.852,465.337,467.048,509.784,509.784,509.784,12.589,12.942,12.585999999999999
Gulliver_18,302.9215,26.5182,1420,79,7.756,0.108,1.863,0.032,0.5,0.5,0.5,M2,P1,R2,1.47806,29.42148,0.04974,9.41387,0.1062,33.1845,0.0433,0.7515,-0.0848,-12.4147,-0.022000000000000002,-0.4788,100000,924.014,920.388,862.8789999999998,864.997,864.8919999999998,926.19,926.19,926.19,18.118,19.562,20.311
Gulliver_2,122.8739,-37.421,1357,45,6.9689999999999985,0.029,1.034,0.02,0.5,1.0,0.5,M1,P1,R2,0.71733,20.07433,0.05224,9.22557,0.0602,42.0418,0.0451,0.8682,-0.043,-11.2562,-0.0237,-0.4561,100000,225.887,271.731,250.381,233.935,252.883,266.73,266.73,266.73,15.443,15.482999999999999,16.055999999999994
Gulliver_23,304.2561,38.0517,3113,254,8.773,0.043,2.403,0.136,0.5,0.5,0.5,M2,P1,R1,2.10812,7.01575,0.17436,14.53824,0.4845,3.5818,0.1339,8.198,-0.3101,-1.7689,-0.1063,-3.5651,200000,1197.066,1119.189,1200.567,1278.875,1280.304,955.765,1093.82,1113.879,31.333000000000002,31.424,33.071999999999996
Gulliver_24,1.169,62.843,1415,86,8.395,0.311,1.367,0.083,0.5,0.5,0.5,M1,P1,R2,2.75066,3.96466,0.21303,32.27756,0.5949,2.7723,0.1848,21.3286,-0.9474,-0.5653,-0.1314,-21.936999999999998,200000,269.23400000000004,268.59,242.586,266.278,262.298,224.791,238.962,308.525,7.9529999999999985,10.632,9.337
Gulliver_25,52.0673,45.1319,1269,63,8.661,0.07400000000000001,0.99,0.104,0.5,1.0,0.5,M2,P1,R2,2.96275,11.3179,0.02183,1.16928,0.3403,2.8534,0.0027,0.2491,-0.2777,-1.8436,-0.0014,-0.1707,100000,124.323,117.081,113.87,122.561,120.53,101.39,112.253,133.376,6.452999999999999,7.228,6.715
Gulliver_26,80.7052,35.2772,2554,273,7.516,0.755,2.221,0.17800000000000002,0.5,0.5,0.5,M1,P2,R1,1.7416599999999998,11.7206,0.03807,3.33235,0.3271,19.839000000000002,0.0223,1.0399,-0.2468,-4.2772,-0.013000000000000001,-0.5775,100000,415.106,384.471,402.466,407.096,386.733,348.475,402.852,459.527,11.011,10.419,13.867
Gulliver_27,146.0801,-54.1154,2530,86,8.535,0.329,1.67,0.124,0.5,0.5,0.5,M2,P1,R2,0.67625,37.67279,0.08968,10.64484,0.061,40.265,0.087,0.8681,-0.0499,-26.248,-0.0499,-0.5544,100000,423.744,390.323,438.224,458.336,441.185,387.17,387.17,387.17,14.681,15.217,18.081
Gulliver_3,122.5306,-37.2428,3644,631,7.907,0.858,1.991,0.464,0.5,0.5,0.5,M2,P1,R2,1.02527,13.561229999999998,0.04137,4.83599,0.1583,38.8952,0.0295,1.0548,-0.1075,-6.8525,-0.0156,-0.5082,100000,377.23,328.831,323.884,368.166,331.898,283.279,325.9840000000001,325.9840000000001,9.929,12.978,10.87
Gulliver_31,301.911,38.24,2137,45,7.593,0.247,1.646,0.064,0.5,1.0,0.5,M2,P1,R1,2.89091,7.438269999999997,0.13688,5.01416,1.5344,44.8226,0.1398,10.6599,-1.0868,-2.6151,-0.0839,-2.8149,100000,278.369,303.948,347.783,296.3540000000001,313.38,306.958,353.603,353.603,13.879000000000001,13.433,13.716
Gulliver_36,123.2125,-35.1272,1243,59,8.86,0.139,0.7140000000000001,0.113,0.5,0.5,0.5,M1,P1,R1,1.99664,10.49027,0.06106,6.06971,0.2253,4.8517,0.0459,1.2209,-0.1882,-2.4788,-0.0294,-0.8388,100000,298.023,330.305,309.918,313.059,337.43300000000005,276.118,294.565,294.565,9.206,8.334,9.822000000000001
Gulliver_39,163.6963,-58.0512,2389,134,8.89,0.061,1.6230000000000002,0.113,0.5,0.5,0.5,M2,P1,R2,1.0072,1.40353,0.29565,74.63341,0.1838,0.2003,0.0812,45.802,-0.2015,-0.1035,-0.0827,-30.6599,100000,106.066,80.126,114.398,124.588,117.277,81.279,89.926,89.926,5.478,5.358,5.8
Gulliver_46,186.2444,-61.9742,3185,246,7.588999999999999,0.242,2.613,0.042,0.5,1.0,0.5,M1,P1,R2,2.05565,2.46457,0.28875,104.83984,0.2126,0.226,0.1867,33.034,-0.3092,-0.134,-0.1567,-38.2117,100000,617.677,578.555,544.178,641.634,638.568,504.825,511.596,548.461,30.433000000000003,29.394000000000002,26.754
Gulliver_47,107.9186,0.8412,1822,49,8.572000000000001,0.075,0.542,0.042,0.5,0.5,0.5,M1,P1,R1,2.37384,15.709320000000002,0.03866,2.36458,0.65,26.5037,0.0231,1.4636,-0.3176,-7.5062,-0.0135,-0.4295,200000,274.583,303.584,301.904,300.103,322.844,196.836,277.668,285.072,9.429,10.343,10.735999999999999
Gulliver_53,81.0045,34.0173,2194,195,8.329,0.5720000000000001,1.457,0.213,0.5,1.0,0.5,M2,P2,R2,2.40768,15.49459,0.02414,0.8482200000000001,1.7713,38.5392,0.006,1.4474,-0.5385,-8.3841,-0.0031,-0.1681,200000,190.056,149.283,140.385,187.815,160.55200000000005,128.238,124.292,153.886,8.017999999999999,6.9479999999999995,7.1679999999999975
Gulliver_57,141.2016,-48.0846,1321,49,7.845,0.349,2.724,0.103,0.5,0.5,0.5,M1,P1,R1,3.168,4.57859,0.11946,30.13147,0.6924,1.7855,0.0978,20.7001,-1.0062,-0.5096,-0.0681,-17.8699,200000,419.215,371.346,384.835,418.097,375.381,370.621,385.852,443.875,10.182,9.741,13.517999999999999
Gulliver_58,191.5036,-61.9719,2284,118,8.702,0.794,3.24,0.124,0.5,0.5,0.5,M1,P2,R1,1.51634,14.58003,0.21795,14.98076,1.1281,49.7495,0.2359,29.3922,-0.3082,-10.0246,-0.1419,-2.5406,200000,1422.471,1637.321,1671.251,1500.473,1765.105,1248.057,1634.9070000000004,1634.9070000000004,34.308,37.615,39.361999999999995
Gulliver_59,195.72299999999998,-64.6105,1982,96,7.791,0.229,1.6,0.062,0.5,0.5,0.5,M1,P2,R2,2.65234,22.99423,0.02872,1.63358,0.3669,25.8793,0.0125,0.3077,-0.2779,-8.1226,-0.0064,-0.1913,100000,467.084,446.051,387.88,462.005,446.294,358.291,370.621,370.621,9.783,10.489,10.504000000000001
Gulliver_60,303.443,29.69,1070,31,7.957000000000002,0.251,1.5019999999999998,0.103,0.5,0.5,0.5,M2,P1,R1,2.88676,4.55185,0.25483,35.7174,0.7375,3.1066,0.2276,31.0883,-0.9609,-0.6816,-0.1611,-22.3125,200000,384.023,384.722,384.485,382.552,381.682,354.6980000000001,393.1,440.58,10.041,10.604000000000001,9.804
Gulliver_9,126.7441,-47.8198,477,7,7.326,0.031,0.402,0.063,0.5,0.5,0.5,M1,P1,R2,9.1926,13.89148,0.0714,7.506939999999997,2.1857,7.2085,0.0507,5.6911,-2.7372,-2.1697,-0.0353,-4.5937,100000,265.635,315.59,321.888,295.779,323.026,274.357,313.211,359.202,14.995999999999999,16.250999999999998,19.245
Haffner_10,112.1592,-15.3688,3661,432,9.704,0.096,1.263,0.056,0.5,0.5,0.5,M1,P2,R1,1.2918,9.78135,0.25951,19.87599,0.5372,43.6271,0.3143,18.6026,-0.2156,-5.5436,-0.1754,-3.8510000000000004,200000,2136.405,2196.803,2564.828,2732.695,2914.984000000001,1641.516,1850.802,1850.802,102.47,106.87200000000001,106.82799999999999
Haffner_13,115.2406,-30.0685,561,4,7.63,0.05,0.174,0.035,0.5,0.5,0.5,M1,P1,R2,5.03789,7.06058,0.19203,29.57286,0.996,2.1771,0.1676,17.9842,-1.3913,-0.8289,-0.1181,-16.5779,200000,346.08,382.192,356.797,337.971,355.5780000000001,365.641,386.707,408.525,18.555,17.311,18.878
Haffner_14,116.1813,-28.381999999999998,3062,113,8.562999999999999,0.196,1.937,0.116,0.5,0.5,0.5,M1,P1,R2,1.40019,23.42167,0.053229999999999986,8.5837,0.0989,28.1532,0.0379,0.7645,-0.0812,-9.2549,-0.0238,-0.5055,100000,1270.485,1466.0870000000002,1513.82,1395.586,1574.727,1340.828,1461.151,1461.151,33.108000000000004,32.54,32.029
Haffner_15,116.381,-32.8469,3046,796,6.83,0.134,3.12,0.05,0.5,0.5,0.5,M2,P2,R2,2.59849,2.96808,0.42828,146.10215,0.21600000000000005,0.2433,0.2423,32.4993,-0.3282,-0.1647,-0.2207,-48.1921,100000,1164.383,1018.082,1235.965,1328.3570000000002,1271.77,975.913,1000.01,1037.015,76.225,67.845,59.75100000000001
Haffner_16,117.5867,-25.465,2862,186,7.513,0.21,0.75,0.037000000000000005,0.5,0.5,0.5,M2,P1,R2,1.90789,2.94269,0.32685,65.6671,0.4734,3.6204,0.3115,54.1732,-0.7161,-0.4589,-0.2117,-46.2719,200000,420.467,487.864,387.774,432.514,450.481,305.585,347.709,434.253,13.735999999999999,14.702,18.086
Haffner_19,118.1906,-26.2709,3745,413,7.938,0.51,1.221,0.131,0.5,0.5,0.5,M1,P1,R2,1.7821900000000002,2.80146,0.41968,41.38581,0.4889,32.4796,0.4761,37.3008,-0.8405,-0.4906,-0.2817,-32.0579,200000,297.514,306.055,273.677,293.709,296.284,244.844,283.279,311.0370000000001,13.245999999999999,12.112,12.642000000000001
Haffner_4,106.5099,-14.9997,4022,372,8.625,0.61,1.6,0.138,0.5,0.5,0.5,M1,P2,R1,1.22743,5.0865,0.08029,13.27125,0.2077,2.294,0.0592,3.9705,-0.163,-1.1096,-0.0411,-2.4318,100000,499.802,551.634,415.833,495.117,521.994,396.14,405.395,499.802,18.03,17.725,19.614
Haffner_5,109.4881,-22.6577,1588,57,9.714,0.07200000000000001,0.8079999999999999,0.134,0.5,0.5,0.5,M2,P2,R1,1.62388,4.09927,0.68592,49.26242,0.6274,4.2258,0.5578,70.8023,-0.3937,-1.1107,-0.4634,-21.0291,200000,678.893,745.377,835.488,854.9960000000002,957.782,536.559,631.136,668.592,25.343000000000004,26.451,24.776
Haffner_6,109.9983,-13.1532,3860,134,8.835,0.098,1.939,0.1,0.5,0.5,0.5,M1,P2,R1,2.66891,10.82163,0.06005,9.20283,0.294,2.7359,0.0431,1.9766,-0.2247,-1.9693,-0.027999999999999997,-1.2195,100000,1715.658,1504.445,1735.307,1866.528,1618.02,1623.621,1695.598,1728.047,48.144,42.218999999999994,41.026
Haffner_7,110.7384,-29.5033,3928,263,8.856,0.076,0.8420000000000001,0.121,0.5,0.5,0.5,M1,P2,R1,1.41837,6.18635,0.17614000000000002,11.09481,0.6752,20.9689,0.1626,18.4857,-0.2778,-2.8708,-0.1145,-3.4353,200000,495.169,566.648,524.753,515.752,547.75,414.466,536.096,553.39,16.862000000000002,19.143,20.342
Haffner_8,110.7839,-12.3153,2508,124,8.457,0.319,1.293,0.142,0.5,0.5,0.5,M1,P1,R2,3.51065,4.8304,0.18504,36.91825,0.716,1.8153,0.1851,20.4327,-0.9898,-0.6864,-0.1163,-22.3061,200000,508.871,559.316,534.668,513.822,545.2130000000002,527.1569999999998,553.011,615.437,13.735,15.84,16.303
Harvard_13,255.9976,-48.0848,1089,19,9.049,0.058,1.628,0.102,0.5,1.0,0.5,M2,P2,R2,2.36866,3.68106,0.27659,29.47538,0.5147,13.8112,0.3426,21.4113,-1.0374,-0.5024,-0.1854,-21.6547,200000,189.14,182.948,202.676,230.43400000000003,230.362,153.67600000000004,153.67600000000004,153.67600000000004,8.603,9.352,8.68
Harvard_16,262.78,-36.8051,1331,89,7.365,0.04,2.275,0.055,0.5,0.5,0.5,M2,P2,R1,3.8997,5.76366,0.40983,68.17595,0.8157,1.9374,0.2843,50.6462,-0.9859,-0.6887,-0.2432,-36.355,200000,1436.451,1501.921,1576.1660000000004,1410.947,1554.536,1476.98,1563.494,1808.229,35.577,37.791,44.028
Harvard_20,298.3231,18.3357,1912,97,7.999,0.184,0.889,0.061,0.5,1.0,0.5,M2,P1,R2,1.63074,8.21538,0.13997,4.73001,1.0207,53.4327,0.1352,17.1634,-0.47700000000000004,-4.9745,-0.0855,-1.5473,100000,207.373,200.39,208.122,201.416,191.907,133.361,222.035,222.035,8.06,9.279,9.777000000000001
Hogg_16,202.2997,-61.2087,1943,131,7.494,0.262,1.422,0.107,0.5,1.0,0.5,M1,P1,R2,2.02564,33.20231,0.5556300000000001,2.75537,0.9437,44.2098,0.5948,3.7297,-0.8592,-28.0296,-0.3805,-1.3709,100000,183.811,173.088,186.266,187.757,184.488,184.577,184.577,184.577,13.470999999999998,11.786,12.709000000000001
Hogg_21,251.4054,-47.7467,2311,105,7.767,0.51,1.936,0.11,0.5,1.0,0.5,M2,P1,R2,1.58504,11.62902,0.37806,6.43339,1.0869,56.0745,0.4119,23.5362,-0.5838,-8.4567,-0.2543,-2.3229,100000,280.686,366.269,354.56699999999995,310.907,394.391,229.19,335.082,335.082,12.144,15.159,14.241
Hogg_4,149.423,-54.6082,3706,167,8.992,0.07,1.926,0.077,0.5,0.5,0.5,M2,P2,R1,7.78901,10.35226,0.12209,20.42427,1.2788,1.9898,0.1031,10.2474,-1.7136,-1.0156,-0.0705,-9.8703,100000,2167.793,1992.726,2468.172,2686.031,2655.868,1862.13,1943.19,1961.766,46.122,47.42,51.599
IC_1311,302.6926,41.1742,6686,418,9.148,0.042,1.554,0.118,0.5,0.5,0.5,M1,P2,R1,6.31385,8.2766,0.14785,45.47161,0.9318,1.4281,0.0991,22.3383,-1.2622,-0.6867,-0.0807,-21.01,100000,5696.585999999998,6210.263000000001,6138.498000000001,6686.224,7085.988,5308.17,5516.937,5841.075,105.23100000000001,130.654,139.582
IC_1369,318.0236,47.7679,2812,202,8.52,0.407,2.494,0.09,0.5,0.5,0.5,M1,P2,R1,1.26466,6.709339999999999,0.21512,28.1096,0.1357,2.9113,0.1654,5.5898,-0.1099,-1.5853,-0.131,-3.6741,100000,1441.485,1345.007,1412.5410000000004,1492.674,1463.0220000000004,1246.008,1374.014,1424.4589999999996,37.187,35.58,44.52
IC_1396,324.7441,57.5637,914,14,6.697,0.071,1.6269999999999998,0.129,0.7,0.5,0.7,M1,P2,R1,2.92537,11.77071,0.25795,13.45919,1.7634,39.1891,0.267,27.6272,-0.7018,-5.0923,-0.1702,-4.5138,100000,1070.802,1090.033,1095.026,1084.299,1027.056,929.194,1116.257,1116.257,30.235,36.402,35.986
IC_1434,332.6266,52.8556,2802,325,8.117,0.589,1.406,0.117,0.5,0.5,0.5,M2,P2,R2,2.01525,31.55135,0.05054,8.83806,0.1183,25.7809,0.0493,0.6595,-0.1029,-10.7005,-0.0229,-0.4856,100000,1698.04,1548.777,1569.4979999999996,1696.8339999999996,1593.129,1537.1370000000004,1537.1370000000004,1537.1370000000004,20.744,19.779,22.566
IC_166,28.0963,61.8575,5371,245,9.006,0.032,2.845,0.07,0.5,0.5,0.5,M1,P2,R1,2.56561,23.15152,0.05748,16.38767,0.0614,3.1998,0.0323,0.5662,-0.0577,-2.6624,-0.0247,-0.4947,100000,12742.753,16468.7,15809.517,16055.272,18006.681,12576.129,12688.713,12741.627,329.973,295.51599999999996,318.428
IC_1805,38.2548,61.4842,2187,211,6.839,0.06,2.329,0.048,0.5,0.5,0.5,M2,P2,R1,4.06895,7.73607,0.11005,10.48371,1.4156,15.077,0.0952,13.7983,-1.4392,-1.7273,-0.0629,-6.6702,100000,754.74,648.0269999999998,1003.307,995.954,996.874,725.48,814.1210000000002,919.974,52.203,51.988,51.748999999999995
IC_1848,42.9094,60.4169,2004,68,7.0939999999999985,0.128,1.879,0.039,0.5,0.5,0.5,M2,P2,R1,6.17818,12.39037,0.10502,10.02416,2.1641,9.8284,0.0724,13.7565,-1.6852,-2.5602,-0.0569,-5.0815,100000,1974.563,1926.183,1913.152,1955.513,1953.971,1607.2020000000002,1880.263,2273.043,47.286,45.933,55.678999999999995
IC_2391,130.3821,-53.00100000000001,150,1,7.688,0.042,0.156,0.04,0.5,0.5,0.5,M1,P1,R1,1.34789,6.3827,0.17834,34.82112,0.1827,3.0309,0.1704,9.1326,-0.1448,-1.5523,-0.1114,-5.6441,100000,138.898,127.815,145.138,144.501,138.371,129.293,138.898,144.069,5.596,6.0820000000000025,5.978
IC_2488,141.8464,-57.019,1271,31,8.254,0.09,0.888,0.022,0.5,0.5,0.5,M1,P1,R1,3.48302,12.46156,0.17237,13.57593,0.6039,4.8801,0.1198,5.7501,-0.3839,-3.0451,-0.1007,-2.633,200000,1354.7220000000002,1406.675,1357.312,1374.148,1410.579,1176.504,1336.966,1346.831,20.945,19.129,21.059
IC_2602,160.4181,-64.4173,152,1,7.6720000000000015,0.023,0.295,0.034,0.5,0.5,0.5,M1,P1,R1,2.2445,12.97533,0.03597,15.15474,0.0597,1.0714,0.0205,0.5964,-0.0563,-0.9590000000000001,-0.0115,-0.5251,100000,205.391,195.048,204.668,212.331,209.521,192.092,192.092,192.092,7.06,6.8,7.466
IC_2714,169.3793,-62.71100000000001,1229,16,8.677999999999999,0.07400000000000001,1.218,0.039,0.5,0.5,0.5,M1,P1,R1,2.31508,10.65654,0.4723100000000001,51.25951,0.2847,4.4162,0.4399,12.7059,-0.2206,-2.5393,-0.3192,-7.6624,100000,3021.167,3129.7990000000004,2940.7990000000004,2980.528,3026.152,2862.4440000000004,2996.423,2996.423,28.291,28.009,29.642
IC_348,56.1353,32.1837,321,3,6.78,0.067,0.331,0.337,0.5,0.5,0.5,M1,P2,R1,0.55512,1.9136,1.06112,222.89161,0.0226,0.1686,0.7827,17.1573,-0.0197,-0.1433,-0.7290000000000001,-14.1987,200000,130.81,140.27700000000002,130.066,126.197,134.593,135.113,135.113,135.113,4.982,5.285,4.599
IC_361,64.7376,58.2578,3408,93,9.061,0.032,2.334,0.035,0.5,0.5,0.5,M1,P2,R1,2.28966,14.68596,0.08664,20.58865,0.1004,2.5773,0.0757,1.4248,-0.091,-2.0508,-0.0473,-1.1498,100000,4620.888,4759.333,5310.8780000000015,5206.254,5101.385,4987.878,5042.817,5042.817,86.729,96.336,79.218
IC_4665,266.5541,5.58,329,15,7.728,0.081,0.713,0.081,0.5,0.5,0.5,M1,P1,R1,4.42249,6.886589999999999,0.07112,21.84095,0.826,0.8716,0.0401,13.3814,-0.6107,-0.6122,-0.032,-6.7807,100000,176.577,193.57,199.196,187.469,201.788,185.443,189.876,197.264,13.567,13.39,13.864
IC_4756,279.6329,5.4203,472,1,8.988999999999997,0.041,0.631,0.037000000000000005,0.5,0.5,0.5,M2,P1,R2,2.2692,38.56681,0.0793,10.99777,0.2112,34.188,0.0793,1.2374,-0.1576,-17.463,-0.0433,-0.674,100000,752.62,337.75,833.846,858.2339999999998,589.962,704.7719999999998,704.7719999999998,704.7719999999998,15.686,14.374,14.548
IC_4996,304.1383,37.6489,1876,104,7.068,0.093,1.813,0.079,0.5,1.0,0.5,M1,P1,R1,0.6352399999999999,4.44975,0.65979,40.6307,0.1616,48.6144,0.7806,20.2846,-0.141,-2.1301,-0.4765,-8.5611,500000,496.101,486.261,481.855,490.896,492.333,474.781,474.781,474.781,21.193,21.318,17.531
IC_5146,328.3541,47.2401,657,34,6.867000000000001,0.135,1.696,0.154,0.9,0.5,0.9,M2,P2,R2,0.48263,7.09475,0.09547,37.77941,0.0268,8.4282,0.1295,1.7721,-0.0394,-1.8241,-0.0567,-1.784,100000,149.083,190.58900000000003,208.366,186.213,199.237,199.06,199.06,199.06,16.802,15.511,15.347000000000001
Juchert_20,62.6946,46.868,2649,277,7.249,0.565,2.379,0.113,0.5,0.5,0.5,M1,P2,R1,1.89857,2.79724,0.21025,48.57025,0.3705,0.53,0.1069,34.6149,-0.3661,-0.284,-0.0987,-20.4033,100000,337.911,325.008,329.74,372.305,309.925,329.846,329.846,356.46,21.023000000000003,22.17,27.108
Juchert_9,58.8294,58.393,4824,513,6.89,0.414,2.591,0.098,0.5,1.0,0.5,M1,P2,R2,0.65576,28.80206,0.04219,7.69066,0.0509,42.3456,0.0329,0.5459,-0.0397,-18.048,-0.0164,-0.3388,100000,451.484,520.096,391.519,438.199,498.782,380.331,380.331,380.331,34.374,27.795,31.623
King_1,5.4557,64.3732,1646,90,9.371,0.159,2.544,0.14,0.5,0.5,0.5,M1,P2,R1,1.92165,11.15316,0.14298,35.181670000000004,0.1421,3.2316,0.0969,4.3963,-0.1227,-2.095,-0.0779,-3.2703,100000,3598.7,3833.254,4316.922000000001,4181.7170000000015,4306.235,3693.336,3887.695,4096.81,68.038,73.902,68.12899999999999
