Cluster,RA_ICRS,DE_ICRS,GLON,GLAT,r50,nbstars07,pmRA*,e_pmRA*,pmDE,e_pmDE,plx,e_plx,AgeNN,AVNN,DMNN,DistPc,X,Y,Z,Rgc
Teutsch_8,300.598,35.31,71.86,2.424,0.006,28,-3.496,0.149,-6.704,0.313,0.492,0.07,6.6,2.2,11.49,1982.0,616.0,1881.0,83.0,7949.0
Teutsch_80,223.361,-60.478,317.418,-1.084,0.039,99,-5.553,0.117,-3.581,0.142,0.349,0.065,8.35,4.0,11.93,2432.0,1790.0,-1645.0,-46.0,6752.0
Teutsch_84,256.09,-42.07,344.445,-0.456,0.035,163,-1.738,0.246,-1.109,0.244,0.406,0.16,9.02,3.48,11.94,2446.0,2357.0,-656.0,-19.0,6018.0
Teutsch_85,258.309,-39.718,347.333,-0.398,0.038,41,-1.864,0.126,-3.123,0.116,0.14,0.08,,,,,,,,
Toepler_1,300.318,33.615,70.299,1.724,0.016,20,-2.349,0.069,-5.081,0.067,0.252,0.027,7.81,1.93,12.69,3454.0,1163.0,3250.0,103.0,7877.0
Tombaugh_1,105.126,-20.569,232.339,-7.311,0.051,179,-2.564,0.103,3.833,0.107,0.371,0.045,9.1,0.66,12.04,2554.0,-1548.0,-2005.0,-325.0,10089.0
Tombaugh_2,105.773,-20.82,232.836,-6.88,0.028,224,-0.464,0.17,1.349,0.177,0.079,0.082,9.21,0.83,14.85,9316.0,-5587.0,-7370.0,-1115.0,15757.0
Tombaugh_4,37.305,61.787,134.216,1.077,0.055,160,-1.057,0.139,-0.163,0.162,0.275,0.096,9.2,2.69,12.77,3576.0,-2494.0,2563.0,67.0,11133.0
Tombaugh_5,56.984,59.07,143.944,3.599,0.17,444,0.515,0.113,-2.388,0.12,0.561,0.041,8.27,2.07,11.16,1706.0,-1377.0,1002.0,107.0,9768.0
Trumpler_1,23.915,61.283,128.219,-1.134,0.031,53,-1.598,0.066,-0.541,0.06,0.348,0.035,7.46,1.63,12.22,2773.0,-1715.0,2178.0,-54.0,10289.0
Trumpler_10,131.943,-42.566,262.866,0.582,0.89,446,-12.532,0.401,6.527,0.275,2.287,0.075,7.51,0.0,8.15,427.0,-53.0,-424.0,4.0,8403.0
Trumpler_11,151.248,-61.619,284.462,-4.869,0.057,70,-7.057,0.1,3.314,0.077,0.248,0.043,7.44,0.7,12.77,3578.0,890.0,-3452.0,-303.0,8210.0
Trumpler_12,151.621,-60.29,283.822,-3.69,0.049,158,-6.913,0.091,4.463,0.087,0.253,0.043,8.82,0.49,12.6,3307.0,788.0,-3205.0,-212.0,8203.0
Trumpler_13,155.952,-60.142,285.521,-2.359,0.045,189,-6.743,0.1,4.122,0.099,0.189,0.05,8.26,1.31,13.32,4612.0,1233.0,-4440.0,-189.0,8380.0
Trumpler_14,160.986,-59.553,287.411,-0.579,0.044,267,-6.54,0.342,2.076,0.276,0.385,0.046,7.8,1.0,11.8,2290.0,685.0,-2185.0,-23.0,7960.0
Trumpler_15,161.177,-59.369,287.41,-0.371,0.039,138,-6.209,0.306,2.016,0.216,0.398,0.041,6.95,1.5,12.07,2599.0,777.0,-2480.0,-16.0,7958.0
Trumpler_16,161.253,-59.7,287.599,-0.646,0.061,110,-6.864,0.278,2.509,0.385,0.389,0.034,7.13,1.16,11.62,2107.0,637.0,-2008.0,-23.0,7960.0
Trumpler_17,164.108,-59.23,288.686,0.424,0.066,168,-4.631,0.107,2.216,0.079,0.375,0.046,7.3,1.84,12.16,2709.0,868.0,-2566.0,20.0,7900.0
Trumpler_18,167.826,-60.656,290.964,-0.132,0.069,29,-7.172,0.06,0.569,0.079,0.624,0.026,7.68,0.76,10.91,1523.0,545.0,-1422.0,-3.0,7923.0
Trumpler_19,168.623,-57.563,290.195,2.892,0.105,629,-1.675,0.11,-1.237,0.096,0.374,0.058,9.69,0.37,12.0,2509.0,865.0,-2351.0,126.0,7836.0
Trumpler_2,39.232,55.905,137.386,-3.977,0.323,154,1.583,0.192,-5.352,0.167,1.431,0.058,8.05,0.86,9.26,710.0,-521.0,479.0,-49.0,8874.0
Trumpler_20,189.882,-60.637,301.472,2.201,0.112,738,-7.089,0.092,0.18,0.085,0.251,0.045,9.27,0.88,12.65,3392.0,1769.0,-2891.0,130.0,7178.0
Trumpler_21,203.068,-62.787,307.581,-0.284,0.071,95,-4.682,0.117,-2.312,0.116,0.722,0.045,7.69,0.58,10.61,1326.0,809.0,-1051.0,-6.0,7603.0
Trumpler_22,217.783,-61.169,314.657,-0.588,0.103,140,-5.12,0.073,-2.683,0.104,0.386,0.028,7.51,1.78,11.94,2439.0,1714.0,-1735.0,-25.0,6848.0
Trumpler_23,240.218,-53.539,328.855,-0.484,0.062,368,-4.178,0.124,-4.746,0.11,0.352,0.059,8.85,2.18,12.07,2590.0,2217.0,-1339.0,-21.0,6267.0
Trumpler_25,261.125,-39.006,349.167,-1.771,0.079,578,0.358,0.15,-2.12,0.132,0.402,0.059,8.36,2.47,11.64,2130.0,2091.0,-400.0,-65.0,6261.0
Trumpler_26,262.126,-29.487,357.53,2.855,0.072,71,-0.873,0.129,-3.082,0.095,0.623,0.064,8.4,1.78,10.91,1524.0,1520.0,-65.0,75.0,6819.0
Trumpler_28,264.231,-32.469,356.014,-0.283,0.089,103,-0.851,0.185,-2.824,0.152,0.678,0.077,7.89,1.79,10.73,1397.0,1394.0,-97.0,-6.0,6946.0
Trumpler_29,265.347,-40.158,349.967,-5.129,0.145,142,0.489,0.122,-2.308,0.101,0.673,0.063,7.71,0.72,10.86,1488.0,1459.0,-258.0,-133.0,6884.0
Trumpler_3,48.004,63.218,138.014,4.54,0.276,211,-3.354,0.168,-0.112,0.126,1.461,0.056,7.67,0.69,9.21,693.0,-514.0,462.0,54.0,8866.0
Trumpler_30,269.182,-35.298,355.717,-5.263,0.096,125,1.243,0.131,-2.189,0.117,0.707,0.071,8.64,0.81,10.65,1346.0,1336.0,-100.0,-123.0,7003.0
Trumpler_32,274.294,-13.349,17.17,1.358,0.057,123,-1.052,0.117,1.158,0.122,0.578,0.062,9.13,1.32,11.03,1608.0,1536.0,474.0,38.0,6819.0
Trumpler_33,276.159,-19.711,12.395,-3.213,0.048,29,0.435,0.132,0.449,0.094,0.677,0.04,7.76,1.22,10.81,1455.0,1418.0,311.0,-81.0,6928.0
Trumpler_34,279.935,-8.439,24.092,-1.261,0.043,27,-0.933,0.146,-3.448,0.097,0.305,0.051,,,,,,,,
Trumpler_35,280.741,-4.215,28.215,-0.041,0.047,39,-1.032,0.123,-2.219,0.098,0.319,0.047,7.59,3.22,12.22,2784.0,2454.0,1316.0,-1.0,6031.0
Trumpler_5,99.126,9.465,202.814,1.021,0.134,2051,-0.59,0.191,0.273,0.184,0.284,0.09,9.63,1.2,12.42,3047.0,-2809.0,-1181.0,54.0,11211.0
Trumpler_7,111.849,-23.949,238.216,-3.325,0.066,102,-2.484,0.122,3.329,0.114,0.554,0.066,7.82,0.78,11.17,1712.0,-900.0,-1453.0,-99.0,9354.0
Trumpler_9,118.911,-25.888,243.073,1.278,0.037,119,-3.402,0.104,3.069,0.099,0.339,0.063,7.5,0.73,12.04,2554.0,-1156.0,-2276.0,56.0,9765.0
Turner_3,274.393,-18.875,12.351,-1.348,0.02,16,0.474,0.116,-2.504,0.121,0.584,0.051,7.99,1.81,11.18,1719.0,1679.0,367.0,-40.0,6670.0
Turner_5,143.284,-36.358,264.25,11.212,0.781,22,0.092,0.248,-3.115,0.185,2.373,0.102,8.51,0.04,8.19,435.0,-42.0,-424.0,84.0,8393.0
Turner_9,296.165,29.494,64.943,2.648,0.151,34,0.346,0.092,-2.399,0.075,0.563,0.034,8.49,0.85,11.25,1774.0,750.0,1605.0,81.0,7757.0
UBC_1,287.87,56.801,87.496,19.816,0.665,47,-2.579,0.242,3.649,0.26,3.049,0.03,7.84,0.35,7.57,326.0,13.0,306.0,110.0,8332.0
UBC_100,281.238,-11.127,22.285,-3.655,0.104,25,-1.111,0.077,-3.323,0.097,0.702,0.009,8.2,1.38,10.78,1429.0,1320.0,541.0,-91.0,7040.0
UBC_101,279.496,-7.135,25.045,-0.274,0.07,54,-0.319,0.102,-3.037,0.066,0.413,0.027,7.45,2.82,11.69,2175.0,1971.0,921.0,-10.0,6435.0
UBC_102,280.613,-6.904,25.757,-1.155,0.091,42,-1.027,0.09,-2.503,0.099,0.513,0.021,8.52,1.16,11.37,1877.0,1690.0,815.0,-37.0,6698.0
UBC_103,280.633,-6.592,26.044,-1.029,0.066,97,-0.396,0.104,-2.266,0.097,0.285,0.018,7.35,1.4,12.37,2984.0,2681.0,1310.0,-53.0,5808.0
UBC_104,280.692,-6.257,26.373,-0.935,0.06,61,0.486,0.088,-0.809,0.099,0.295,0.043,7.81,1.71,12.41,3028.0,2713.0,1345.0,-49.0,5785.0
UBC_105,280.319,-5.427,26.945,-0.229,0.085,75,0.459,0.112,-0.997,0.072,0.467,0.028,7.92,1.98,11.66,2144.0,1911.0,971.0,-8.0,6501.0
UBC_106,280.475,-5.417,27.028,-0.354,0.121,431,-1.088,0.1,-1.317,0.11,0.399,0.038,8.2,1.92,11.86,2353.0,2096.0,1069.0,-14.0,6334.0
UBC_107,279.769,-4.8,27.242,0.558,0.085,184,0.958,0.145,-1.652,0.132,0.318,0.046,8.37,2.69,11.99,2501.0,2223.0,1144.0,24.0,6222.0
UBC_108,281.611,-5.181,27.763,-1.271,0.111,46,-2.94,0.068,-3.648,0.058,0.627,0.015,8.87,1.92,11.0,1585.0,1402.0,738.0,-35.0,6976.0
UBC_10a,324.652,62.206,102.416,7.285,0.512,43,-2.131,0.1,-3.031,0.118,1.075,0.016,7.15,0.89,9.71,873.0,-186.0,846.0,110.0,8568.0
UBC_10b,327.047,61.032,102.507,5.653,0.474,40,-3.471,0.1,-1.859,0.106,1.015,0.023,7.75,1.36,10.01,1006.0,-216.0,977.0,99.0,8612.0
UBC_11,246.666,-59.936,327.001,-7.548,1.034,44,-0.342,0.343,-6.794,0.237,2.147,0.038,7.83,0.44,8.24,444.0,369.0,-240.0,-58.0,7973.0
UBC_110,281.62,-4.979,27.934,-1.157,0.092,70,-0.795,0.087,-2.619,0.088,0.247,0.032,,,,,,,,
UBC_113,285.138,-1.557,32.583,-2.736,0.055,96,0.499,0.107,-0.512,0.098,0.386,0.042,8.63,1.97,11.98,2487.0,2093.0,1338.0,-118.0,6387.0
UBC_114,286.446,-0.399,34.205,-3.367,0.103,39,-1.47,0.12,-1.874,0.075,0.656,0.029,7.7,1.02,10.91,1517.0,1252.0,851.0,-89.0,7138.0
UBC_118,282.649,9.763,41.551,4.643,0.11,85,-0.237,0.127,-4.23,0.118,0.654,0.038,8.6,0.93,10.9,1512.0,1127.0,999.0,122.0,7280.0
UBC_119,290.628,8.41,43.96,-2.999,0.089,78,-1.349,0.148,-2.355,0.129,0.561,0.027,9.41,0.87,11.1,1659.0,1192.0,1150.0,-86.0,7239.0
UBC_12,126.027,-8.405,231.616,16.244,0.463,19,-8.301,0.138,4.131,0.187,2.219,0.054,8.37,0.23,8.32,461.0,-275.0,-347.0,129.0,8622.0
UBC_120,284.108,13.242,45.305,4.928,0.087,28,1.13,0.091,1.438,0.076,0.838,0.024,8.27,0.91,10.3,1148.0,804.0,813.0,98.0,7579.0
UBC_121,288.891,12.844,47.096,0.59,0.069,50,-1.238,0.084,-3.355,0.07,0.567,0.039,8.21,2.19,11.03,1607.0,1094.0,1177.0,16.0,7340.0
UBC_122,288.142,15.717,49.302,2.556,0.078,92,-0.555,0.095,-3.132,0.119,0.358,0.039,7.71,2.4,12.13,2671.0,1740.0,2023.0,119.0,6902.0
UBC_123,294.181,18.247,54.261,-1.332,0.054,61,-2.102,0.091,-4.725,0.078,0.39,0.026,8.41,2.41,11.88,2371.0,1384.0,1924.0,-55.0,7216.0
UBC_124,295.404,19.036,55.523,-1.948,0.078,61,-1.893,0.101,-5.26,0.067,0.363,0.042,8.07,2.52,12.09,2621.0,1483.0,2159.0,-89.0,7188.0
UBC_125,288.881,22.968,56.088,5.279,0.138,38,-1.135,0.083,-4.054,0.081,0.762,0.027,8.76,1.38,10.62,1332.0,740.0,1101.0,122.0,7678.0
UBC_126,294.985,20.054,56.214,-1.103,0.043,37,-1.855,0.087,-4.391,0.076,0.366,0.022,7.3,2.62,11.97,2482.0,1380.0,2062.0,-47.0,7259.0
UBC_129,299.05,26.448,63.625,-1.097,0.21,115,-0.967,0.106,-4.337,0.11,0.844,0.024,7.72,1.11,10.41,1208.0,536.0,1082.0,-23.0,7877.0
UBC_13,120.914,3.54,218.116,17.666,1.1,36,-7.749,0.158,-1.13,0.21,1.609,0.058,8.26,0.0,9.0,629.0,-472.0,-370.0,191.0,8819.0
UBC_130,298.06,27.437,64.012,0.179,0.106,98,-2.099,0.073,-5.856,0.064,0.393,0.03,7.44,1.58,11.82,2308.0,1011.0,2075.0,7.0,7616.0
UBC_132,299.271,28.445,65.422,-0.223,0.037,85,-1.897,0.121,-4.814,0.09,0.272,0.038,8.98,2.67,12.34,2942.0,1223.0,2675.0,-11.0,7602.0
UBC_133,303.694,28.355,67.446,-3.554,0.105,81,-1.12,0.078,-4.678,0.086,0.583,0.025,7.93,2.34,11.01,1589.0,608.0,1464.0,-98.0,7869.0
UBC_134,299.722,31.095,67.896,0.826,0.05,57,-2.174,0.052,-5.983,0.098,0.368,0.029,7.87,1.92,11.87,2370.0,891.0,2195.0,34.0,7765.0
UBC_135,299.824,33.724,70.177,2.136,0.066,62,-3.515,0.066,-6.437,0.071,0.223,0.018,7.38,2.05,13.15,4263.0,1444.0,4008.0,158.0,7975.0
UBC_136,304.49,32.582,71.336,-1.77,0.133,87,-0.045,0.072,-3.267,0.094,0.69,0.032,8.22,1.97,10.68,1365.0,436.0,1293.0,-42.0,8008.0
UBC_137,301.131,35.237,72.026,2.017,0.024,38,-2.427,0.073,-4.014,0.072,0.389,0.026,8.46,1.55,11.94,2438.0,751.0,2317.0,85.0,7934.0
UBC_139,302.728,35.764,73.167,1.197,0.103,66,-2.091,0.071,-4.883,0.1,0.457,0.031,8.36,1.02,11.61,2095.0,606.0,2005.0,43.0,7989.0
UBC_14,294.746,3.703,41.734,-8.829,1.068,46,0.131,0.21,-2.103,0.216,1.306,0.027,7.72,0.72,9.38,752.0,554.0,495.0,-115.0,7800.0
UBC_141,313.576,35.686,78.353,-5.916,0.087,39,-1.024,0.082,0.362,0.107,0.709,0.022,9.32,0.51,10.6,1315.0,264.0,1281.0,-135.0,8176.0
UBC_143,299.689,45.553,80.292,8.352,0.142,26,-3.183,0.071,-7.858,0.088,0.727,0.018,8.67,0.44,10.47,1243.0,207.0,1213.0,180.0,8222.0
UBC_146,309.368,46.467,84.807,3.267,0.086,145,-4.047,0.086,-4.325,0.075,0.423,0.037,7.64,1.46,12.0,2515.0,227.0,2500.0,143.0,8489.0
UBC_147,308.317,47.147,84.896,4.262,0.115,53,-3.367,0.141,-4.799,0.176,0.437,0.035,7.54,1.17,11.64,2129.0,188.0,2115.0,158.0,8421.0
UBC_148,309.732,46.464,84.971,3.084,0.114,69,-2.099,0.077,-3.234,0.104,0.414,0.025,7.69,1.7,11.92,2419.0,211.0,2407.0,130.0,8477.0
