,_Glon,_Glat,Cluster,RA_ICRS,DE_ICRS,N,pmRA,e_pmRA,pmDE,e_pmDE,Plx,e_Plx,RV,e_RV,Dist,e_Dist,logage,e_logage,[Fe/H],e_[Fe/H],Av,e_Av,dr3_rv,e_dr3_rv,N_stars_dr3_rv,ra_duarte,dec_duarte
409,273.709208,0.374947,FSR_1484,142.4522,-50.6889,36,-5.166,0.11,3.55,0.1,0.412,0.032,,,1999,63,8.565,0.635,0.165,0.106,2.462,0.231,,,,142.44590865932037,-50.69730357472413
410,280.43517,-1.625027,FSR_1521,148.8457,-56.6014,82,-4.8,0.287,4.595,0.453,0.189,0.095,,,6535,1330,9.104,0.216,0.178,0.169,3.198,0.162,53.321152981405504,2.179868479758403,8.0,148.85578179445778,-56.61267972662445
411,309.055777,2.080996,FSR_1663,205.2466,-60.2003,94,-5.009,0.096,-2.429,0.149,0.278,0.083,-28.822,5.727,2921,167,9.051,0.044,0.088,0.141,2.923,0.057,-27.880692068642443,2.5238829968272194,17.0,205.25870320716177,-60.20259258544909
412,320.818026,-2.050836,FSR_1698,230.2339,-59.6267,160,-4.028,0.338,-3.531,0.297,0.248,0.224,,,3122,118,7.136,0.068,0.228,0.063,2.907,0.035,-52.003129422425694,2.697230902090928,3.0,230.24135345906564,-59.62638042405072
413,333.026798,5.853459,FSR_1723,238.7693,-46.0129,105,-0.216,0.205,-1.408,0.155,0.64,0.066,,,1458,48,8.099,0.138,0.083,0.063,1.561,0.036,-6.290903286721517,4.317373417059258,4.0,238.7818473718536,-46.01110256402764
414,75.81529,1.32923,Feibelman_1,304.4282,38.0289,37,-3.212,0.098,-4.953,0.076,0.249,0.043,,,3232,313,8.174,0.608,0.14,0.255,2.099,0.16,,,,304.4177183196952,38.032334865905256
415,0.658991,-8.170839,Ferrero_1,275.0684,-32.3571,88,0.121,0.177,-4.788,0.172,1.152,0.069,,,844,23,8.477,0.205,0.087,0.068,0.549,0.125,0.1059771815238137,5.81857136818408,39.0,275.0538146491349,-32.33726237129702
416,208.130891,-7.937448,Ferrero_11,93.6115,0.6192,69,-3.019,0.171,-4.326,0.135,1.237,0.098,32.239,4.228,774,9,8.535,0.054,-0.1,0.026,0.862,0.04,23.464879564892097,5.553104970069908,32.0,93.65154153225056,0.6553217707437292
417,290.324728,-2.991115,Graham_1,164.1483,-63.0169,19,-6.338,0.102,2.148,0.082,0.222,0.045,,,3647,500,6.805,0.526,-0.003,0.217,2.208,0.149,3.2490349221366257,1.986753928545466,2.0,164.13695831293867,-63.01441980901424
418,286.510488,1.79915,Gulliver_1,161.5802,-57.0291,103,-7.92,0.095,3.59,0.089,0.327,0.036,-17.606,1.164,2721,164,9.121,0.053,0.009,0.121,0.805,0.136,-20.77698217107515,1.353159651535085,15.0,161.57679274630556,-57.03248304272663
419,255.728696,-2.595333,Gulliver_10,123.0237,-38.6591,38,-4.428,0.209,4.948,0.185,1.661,0.1,33.422,3.976,521,30,7.111,0.181,0.134,0.106,0.345,0.128,27.4294479698436,4.2632150048684325,14.0,123.11539482213598,-38.71925569059714
420,159.457651,-3.080977,Gulliver_11,68.0164,43.6019,61,0.399,0.307,-2.221,0.171,1.068,0.073,,,925,22,8.535,0.404,-0.09,0.096,1.526,0.149,-1.672652234726435,7.995950336055803,18.0,68.00860723373223,43.61554885472891
421,297.359761,1.055525,Gulliver_12,181.1922,-61.3103,52,-5.947,0.074,-0.421,0.075,0.559,0.035,,,1617,39,7.96,0.153,0.088,0.081,0.932,0.039,,,,181.16580318837583,-61.31114416611228
422,225.649854,-4.246153,Gulliver_13,104.8738,-13.2474,75,-2.935,0.128,0.301,0.135,0.617,0.063,56.889,0.667,1501,129,8.774,0.346,-0.05,0.08,1.676,0.194,56.68489405955505,1.1870441453545135,12.0,104.86917528922042,-13.249069257837624
423,350.471847,0.288651,Gulliver_14,259.9153,-36.7629,39,-3.733,0.098,-4.779,0.076,0.741,0.047,,,1262,43,8.535,0.254,0.17,0.194,2.003,0.204,-14.01361172390093,0.5663656825246728,10.0,259.91039880991707,-36.75162320490901
424,13.432514,1.182384,Gulliver_15,272.6026,-16.7145,74,-1.071,0.13,-1.621,0.095,0.484,0.07,,,1880,134,7.068,0.054,-0.044,0.121,2.49,0.149,,,,272.59356683975125,-16.721357481816487
425,73.240058,1.312426,Gulliver_17,302.6622,35.8754,110,-1.091,0.165,-3.028,0.205,0.557,0.049,,,1583,53,7.742,0.153,0.115,0.086,1.238,0.041,1.7097405215263493,7.782072906547034,4.0,302.6547839437269,35.867399135687755
426,65.52251,-3.990475,Gulliver_18,302.9215,26.5182,200,-3.182,0.106,-5.638,0.112,0.612,0.06,-8.91,0.304,1420,79,7.756,0.108,0.243,0.111,1.863,0.032,-24.31915581751955,1.3517107367526622,6.0,302.9074672493764,26.537901756900773
427,109.536608,1.254286,Gulliver_19,344.2131,61.1101,142,0.896,0.163,-2.235,0.192,0.624,0.067,,,1427,118,7.43,0.576,0.044,0.234,3.404,0.16,25.130062309783103,7.246791456705011,11.0,344.1490256703308,61.11317864572187
428,254.627461,-2.015623,Gulliver_2,122.8739,-37.421,57,-4.969,0.12,4.549,0.151,0.703,0.059,,,1357,45,6.969,0.029,-0.038,0.121,1.034,0.02,24.60098471536972,6.414733613967942,9.0,122.89170893414725,-37.39650650564733
429,38.835938,13.112549,Gulliver_20,273.6986,11.1049,47,1.02,0.205,-6.515,0.202,2.365,0.078,-14.879,2.984,422,3,8.974,0.154,-0.061,0.047,0.338,0.043,-13.799103096562597,2.652886513183516,25.0,273.63441181699307,11.153513821001892
430,237.520348,-7.952909,Gulliver_21,106.9732,-25.458,124,-1.935,0.123,4.19,0.135,1.499,0.053,43.392,1.172,647,12,8.607,0.054,0.067,0.075,0.138,0.028,39.38973428182614,0.7674006270032607,63.0,106.96289044173228,-25.438825688837408
431,75.758239,1.454285,Gulliver_23,304.2561,38.0517,143,-2.443,0.096,-4.444,0.109,0.246,0.053,-2.97,1.607,3113,254,8.773,0.043,0.103,0.224,2.403,0.136,-2.8128975556922806,1.5274370718214183,14.0,304.25489072397085,38.05827665864216
432,117.625224,0.454052,Gulliver_24,1.169,62.843,85,-3.254,0.123,-1.562,0.148,0.641,0.052,,,1415,86,8.395,0.311,0.103,0.147,1.367,0.083,-31.44714410319537,0.328443876078886,5.0,1.1437199769537167,62.83478939525791
433,149.805749,-9.400621,Gulliver_25,52.0673,45.1319,45,0.962,0.127,-4.075,0.102,0.702,0.055,,,1269,63,8.661,0.074,-0.029,0.115,0.99,0.104,-14.672782306650134,10.529439545810988,12.0,51.986095171617606,45.16988897557367
434,172.05694,-0.609669,Gulliver_26,80.7052,35.2772,62,2.05,0.258,-2.904,0.188,0.359,0.084,2.559,0.976,2554,273,7.516,0.755,-0.024,0.362,2.221,0.178,10.034616637750304,1.5727950248211449,4.0,80.68444490096333,35.28125237043388
435,277.643465,-0.698612,Gulliver_27,146.0801,-54.1154,65,-4.662,0.075,3.467,0.09,0.322,0.027,18.368,0.86,2530,86,8.535,0.329,0.022,0.085,1.67,0.124,20.278650417031827,1.0063266214710591,4.0,146.08774324908188,-54.11831509458042
436,53.819434,-0.95621,Gulliver_28,293.6124,18.0386,66,-4.468,0.198,-3.384,0.222,1.568,0.082,1.823,3.512,590,14,8.957,0.52,0.152,0.126,1.137,0.317,2.1913961840276643,3.239360644741009,35.0,293.5732751196217,18.078060810409056
437,254.328908,-2.146969,Gulliver_3,122.5306,-37.2428,41,-2.939,0.094,4.112,0.112,0.174,0.075,,,3644,631,7.907,0.858,-0.1,0.013,1.991,0.464,,,,122.5337395103593,-37.24539257403292
438,86.282448,0.64844,Gulliver_30,313.6545,45.9847,62,-2.529,0.085,-3.696,0.134,0.435,0.048,,,2033,83,8.295,0.519,-0.048,0.139,1.957,0.086,-3.486877733791951,4.67885063157548,2.0,313.67185383785545,46.0052252400707
439,74.902271,3.099025,Gulliver_31,301.911,38.24,54,-1.491,0.099,-3.113,0.093,0.395,0.032,,,2137,45,7.593,0.247,0.148,0.079,1.646,0.064,-6.11003202273045,7.321948389946317,2.0,301.90894262255665,38.23964015547213
440,204.219714,-0.538985,Gulliver_32,98.3798,7.4992,39,-0.909,0.139,2.32,0.135,0.589,0.063,,,1667,234,8.532,0.71,-0.166,0.187,1.637,0.326,,,,98.38648369945852,7.461556527955911
441,88.5877,-1.414489,Gulliver_33,318.0928,46.3318,96,0.291,0.113,-3.968,0.155,0.865,0.066,,,1087,27,7.72,0.169,0.13,0.102,1.224,0.064,-30.06234119838287,7.475687249563991,17.0,318.23964434988966,46.38186948455323
442,282.048069,-2.389452,Gulliver_35,150.3497,-58.1908,33,-6.961,0.081,3.982,0.083,0.411,0.027,,,2127,108,7.839,0.394,0.267,0.084,1.318,0.08,,,,150.34818011565935,-58.18641474321527
443,252.860324,-0.527352,Gulliver_36,123.2125,-35.1272,98,-0.238,0.089,0.603,0.096,0.732,0.042,,,1243,59,8.86,0.139,0.065,0.126,0.714,0.113,9.416307347549068,0.877152033122722,17.0,123.17852031639126,-35.10572029743036
444,59.54227,3.791346,Gulliver_37,292.0881,25.3358,58,-0.767,0.09,-3.726,0.124,0.652,0.038,,,1420,59,8.468,0.097,0.31,0.155,1.695,0.1,8.010959977394394,8.77533755304382,4.0,292.0764903318544,25.346150443320443
445,287.984296,1.394476,Gulliver_39,163.6963,-58.0512,41,-4.403,0.064,1.275,0.062,0.334,0.037,-15.852,1.405,2389,134,8.89,0.061,-0.054,0.135,1.623,0.113,-12.749369987893488,1.8496653979905369,4.0,163.69116656926252,-58.04518819669014
446,254.374331,-2.520389,Gulliver_4,122.1671,-37.4837,58,-2.921,0.065,3.034,0.067,0.299,0.04,52.425,0.398,2672,305,9.082,0.975,-0.213,0.391,1.923,0.168,52.60574184745653,0.9208377510376744,10.0,122.15558152338753,-37.49181751929372
447,287.854809,0.943143,Gulliver_40,163.1,-58.4003,35,-7.691,0.056,2.479,0.08,0.598,0.048,,,1585,69,7.522,0.324,0.133,0.097,0.822,0.094,-14.164833493196127,0.4647330438218563,3.0,163.09373275712392,-58.388423594949096
448,60.720718,0.09629,Gulliver_43,296.2798,24.5628,74,-2.941,0.142,-5.784,0.123,0.358,0.059,,,2452,238,7.107,0.055,0.194,0.181,2.992,0.038,-5.895190554669998,0.6825851645798325,5.0,296.28451572693854,24.560212594462563
449,257.137598,0.439069,Gulliver_44,127.2313,-38.0988,149,-0.646,0.251,2.304,0.164,0.782,0.062,14.738,0.489,1155,26,9.007,0.094,0.102,0.12,1.207,0.16,14.506780777651832,0.4874703067264311,12.0,127.26250047360249,-38.10576801771096
450,210.957296,2.972696,Gulliver_45,104.6078,3.1111,46,-0.793,0.24,2.474,0.217,0.289,0.078,,,3169,174,9.611,0.088,-0.103,0.053,1.382,0.097,,,,104.61424245095225,3.0966518339154137
451,299.828823,0.738019,Gulliver_46,186.2444,-61.9742,74,-6.945,0.112,0.12,0.079,0.165,0.057,-37.22,0.678,3185,246,7.589,0.242,0.175,0.101,2.613,0.042,-36.4172111756483,0.3915823981697847,4.0,186.2340370780755,-61.97267887820172
452,214.492782,4.885701,Gulliver_47,107.9186,0.8412,85,-1.97,0.113,-0.435,0.08,0.49,0.056,47.521,0.338,1822,49,8.572,0.075,-0.106,0.061,0.542,0.042,47.5361403752426,0.4490656329056867,6.0,107.92848449440343,0.8305803312973268
453,265.437269,-0.893949,Gulliver_5,132.6096,-45.4921,27,-5.108,0.051,4.912,0.06,0.404,0.022,,,2272,117,6.868,0.157,0.069,0.195,2.011,0.088,,,,132.62363418988798,-45.498598736177726
454,297.689974,-0.263615,Gulliver_50,181.3825,-62.6672,73,-7.201,0.105,1.667,0.063,0.523,0.045,,,1721,70,7.738,0.186,0.207,0.111,1.08,0.065,-20.4104699503144,9.330871746200668,6.0,181.3737696657592,-62.67575210078184
455,130.560294,1.968866,Gulliver_51,30.3465,63.7998,41,-4.895,0.084,-0.138,0.098,0.648,0.028,,,1478,24,8.585,0.134,0.102,0.118,1.817,0.083,-58.042011096841726,0.3205814172927001,3.0,30.340903045255136,63.79656244382268
456,287.774788,-0.34995,Gulliver_52,161.8322,-59.5189,43,-4.753,0.078,1.466,0.081,0.396,0.032,,,2087,164,8.373,0.297,0.103,0.14,1.544,0.117,-15.91502155020488,0.317026179287164,3.0,161.6257177153046,-59.51261837352308
457,173.235867,-1.118022,Gulliver_53,81.0045,34.0173,36,0.388,0.132,-2.872,0.126,0.375,0.041,,,2194,195,8.329,0.572,-0.072,0.093,1.457,0.213,-36.42501360891339,1.533065899205314,2.0,80.952410367276,33.99934172834444
458,173.625923,-1.115363,Gulliver_54,81.2712,33.6963,35,-0.605,0.186,-7.245,0.236,0.777,0.071,,,1212,53,8.403,0.26,-0.151,0.079,0.879,0.157,16.571784366135486,0.3151787625595245,3.0,81.304909221015,33.680057327403496
459,56.339344,-4.131421,Gulliver_55,297.8324,18.6504,33,-2.062,0.072,-2.52,0.079,0.368,0.032,24.333,2.154,2517,169,9.377,0.073,0.112,0.134,0.858,0.124,23.94947730980052,1.4518291717812934,6.0,297.83832003714724,18.6678963312821
460,185.650007,5.931263,Gulliver_56,95.3887,26.9285,26,0.545,0.087,-3.247,0.088,0.459,0.049,,,1943,51,8.35,0.174,-0.1,0.047,0.968,0.076,,,,95.34823945850997,26.890216463587485
461,271.318857,1.69132,Gulliver_57,141.2016,-48.0846,106,-6.721,0.15,4.094,0.142,0.701,0.057,5.416,0.92,1321,49,7.845,0.349,0.202,0.147,2.724,0.103,13.445564164957716,0.9424942706750492,11.0,141.19433605733423,-48.06993751759825
462,302.294752,0.893139,Gulliver_58,191.5036,-61.9719,202,-3.586,0.132,-0.358,0.123,0.395,0.061,9.86,0.622,2284,118,8.702,0.794,0.257,0.161,3.24,0.124,15.376835642827263,0.9368433223024636,25.0,191.52993778436917,-61.96749204143821
463,304.159874,-1.766064,Gulliver_59,195.723,-64.6105,76,-2.4,0.1,-1.051,0.083,0.438,0.038,,,1982,96,7.791,0.229,0.127,0.091,1.6,0.062,-5.984822415072644,8.953019396045919,6.0,195.69418540110945,-64.60175748453383
464,205.251128,-18.143488,Gulliver_6,83.2751,-1.6593,273,-0.048,0.393,-0.235,0.382,2.35,0.11,32.044,4.54,413,4,7.134,0.041,-0.1,0.006,0.386,0.06,28.86919436022053,3.104108380864882,57.0,83.25861654311957,-1.6884146818001735
465,68.431462,-2.63457,Gulliver_60,303.443,29.69,129,1.75,0.126,0.222,0.127,0.9,0.043,,,1070,31,7.957,0.251,-0.031,0.132,1.502,0.103,-12.295659210060654,7.748586404785231,20.0,303.4464560020065,29.663513006011875
466,276.464425,-3.130052,Gulliver_7,141.7514,-55.1264,88,-3.566,0.163,3.092,0.171,0.081,0.05,,,4632,1327,8.624,0.791,-0.123,0.223,1.921,0.19,53.54924820238139,2.2465927977336526,7.0,141.74324456347145,-55.12382542706715
467,173.202858,-1.554686,Gulliver_8,80.548,33.7977,35,-0.224,0.347,-2.982,0.258,0.857,0.09,,,1114,24,7.468,0.127,0.071,0.093,0.987,0.062,5.387193487200688,8.454161231136153,8.0,80.57256740502737,33.7878010209569
468,264.848567,-5.505231,Gulliver_9,126.7441,-47.8198,236,-5.998,0.295,6.893,0.379,1.977,0.094,29.621,3.034,477,7,7.326,0.031,-0.038,0.067,0.402,0.063,21.57737449214217,2.322011706095534,62.0,126.98616618258228,-47.87208019843271
469,230.808929,1.021536,Haffner_10,112.1592,-15.3688,163,-1.126,0.164,1.562,0.155,0.261,0.1,,,3661,432,9.704,0.096,0.308,0.067,1.263,0.056,88.19468929331121,1.7524314133390912,22.0,112.15210882781724,-15.36077781828101
470,242.393508,-3.531838,Haffner_11,113.8656,-27.7096,160,-1.475,0.138,3.157,0.124,0.145,0.063,98.935,0.925,4886,228,8.911,0.045,-0.155,0.084,1.91,0.053,97.65647132368233,0.7824768762101558,19.0,113.85306434586266,-27.70682014196977
471,245.045129,-3.630304,Haffner_13,115.2406,-30.0685,203,-6.192,0.258,5.887,0.215,1.736,0.08,33.885,6.225,561,4,7.63,0.05,0.086,0.045,0.174,0.035,32.83694890910491,3.265404858825227,68.0,115.23469931257326,-30.04340117874508
472,243.985067,-2.081989,Haffner_14,116.1813,-28.382,191,-1.825,0.093,1.723,0.104,0.231,0.044,70.045,0.916,3062,113,8.563,0.196,-0.056,0.079,1.937,0.116,70.71483215489876,0.6403762373615847,7.0,116.18649142753678,-28.385855293573997
473,247.947902,-4.157811,Haffner_15,116.381,-32.8469,170,-2.151,0.117,3.276,0.14,0.236,0.054,,,3046,796,6.83,0.134,-0.355,0.432,3.12,0.05,-31.496486031456733,9.118669543627105,5.0,116.37737708160972,-32.842879830672146
474,242.097335,0.4707,Haffner_16,117.5867,-25.465,99,-2.818,0.096,2.995,0.126,0.3,0.054,,,2862,186,7.513,0.21,-0.16,0.127,0.75,0.037,55.51790258015132,0.8307890163279258,2.0,117.58615664793524,-25.45709528994724
475,247.696562,-2.529313,Haffner_17,117.8966,-31.8101,111,-1.181,0.14,1.873,0.121,0.243,0.06,41.865,0.519,2949,272,8.114,0.526,0.338,0.147,3.225,0.069,41.62336411508685,0.5197536524811841,7.0,117.90006146826695,-31.81424187761339
476,243.067777,0.525959,Haffner_19,118.1906,-26.2709,40,-2.469,0.113,2.496,0.119,0.159,0.062,,,3745,413,7.938,0.51,-0.21,0.159,1.221,0.131,,,,118.19341325396768,-26.276814060485517
477,246.968154,-0.930352,Haffner_20,119.0604,-30.3632,52,-2.316,0.118,3.43,0.111,0.172,0.051,,,3670,550,7.941,0.616,-0.103,0.145,2.231,0.118,,,,119.06396443016466,-30.370341617714885
478,244.852896,1.634207,Haffner_21,120.2903,-27.2185,65,-1.424,0.096,1.566,0.084,0.283,0.05,,,2736,71,8.457,0.175,-0.089,0.049,0.848,0.091,,,,120.2895061447632,-27.211451157546243
479,246.772885,3.369625,Haffner_22,123.1043,-27.9024,184,-1.635,0.088,2.875,0.075,0.331,0.032,33.086,0.602,2702,91,9.387,0.029,-0.347,0.101,0.7,0.128,32.73277047879338,0.5445005014809748,38.0,123.10598645938155,-27.91285676668607
480,230.019194,-3.74991,Haffner_23,107.3846,-16.9038,76,-0.528,0.076,-0.07,0.074,0.448,0.035,,,1893,58,8.408,0.272,-0.091,0.049,1.025,0.096,21.64079089052792,10.352163496521843,8.0,107.41905684693344,-16.855662801142053
481,249.618522,2.326521,Haffner_26,123.9064,-30.8481,67,-1.584,0.081,2.371,0.077,0.305,0.04,55.051,0.792,2519,135,8.769,0.196,-0.121,0.069,0.757,0.129,53.53812052879508,0.6044656118483084,6.0,123.90080206172112,-30.84635697451349
482,219.825534,0.01318,Haffner_3,106.0267,-6.1261,45,-1.168,0.133,-0.896,0.087,0.382,0.063,54.428,0.513,2329,81,8.547,0.147,-0.115,0.073,1.459,0.113,54.38545714048051,0.3514320344560964,2.0,106.02595149011248,-6.13191779759938
483,227.936897,-3.628175,Haffner_4,106.5099,-14.9997,71,-0.39,0.11,0.918,0.118,0.24,0.068,,,4022,372,8.625,0.61,-0.126,0.016,1.6,0.138,57.02223792487572,0.8517987637536463,3.0,106.51200805435568,-15.004570676643125
484,236.05481,-4.637469,Haffner_5,109.4881,-22.6577,189,0.974,0.131,-4.062,0.137,0.57,0.053,-7.181,0.359,1588,57,9.714,0.072,-0.103,0.107,0.808,0.134,-7.224700434193702,0.6116502600363369,41.0,109.49519087689914,-22.662123428126343
485,227.865782,0.225682,Haffner_6,109.9983,-13.1532,186,-1.226,0.106,1.964,0.114,0.212,0.063,69.56,2.121,3860,134,8.835,0.098,-0.183,0.094,1.939,0.1,75.95349278293544,1.2015290309385855,10.0,109.9934484073412,-13.150418818183237
486,242.679884,-6.79864,Haffner_7,110.7384,-29.5033,80,-1.548,0.11,2.921,0.127,0.197,0.054,,,3928,263,8.856,0.076,-0.13,0.178,0.842,0.121,74.32325303522691,2.312073409463461,6.0,110.73039153885216,-29.49896813215938
487,227.486925,1.296075,Haffner_8,110.7839,-12.3153,111,-1.634,0.109,0.448,0.097,0.311,0.054,61.879,0.404,2508,124,8.457,0.319,-0.078,0.098,1.293,0.142,60.802686339272846,0.3966137675590804,4.0,110.77468612494576,-12.30688975321305
488,231.794202,-0.587465,Haffner_9,111.1738,-17.001,138,-0.844,0.145,0.423,0.154,0.337,0.071,,,2604,248,7.981,0.394,-0.172,0.071,2.234,0.2,,,,111.1757518898182,-16.997308570720385
489,329.890206,-3.354904,Harvard_10,244.8537,-54.9453,156,-1.918,0.185,-10.568,0.19,1.419,0.059,-15.368,5.423,687,12,8.281,0.185,-0.004,0.104,0.554,0.101,-17.781573229162742,3.461493452639588,89.0,244.85343949186725,-54.95427678626102
490,339.618864,-4.052819,Harvard_13,255.9976,-48.0848,57,-2.751,0.134,-7.207,0.105,0.806,0.036,-3.499,0.791,1089,19,9.049,0.058,0.143,0.111,1.628,0.102,-3.918036728326975,0.5659074612405565,28.0,256.0002775985201,-48.1101442160311
491,351.723388,-1.634722,Harvard_16,262.78,-36.8051,354,-0.646,0.189,-0.766,0.165,0.623,0.075,,,1331,89,7.365,0.04,0.181,0.086,2.275,0.055,-21.55506378846024,3.0414681273048245,21.0,262.7736740643919,-36.81382171678885
492,56.304603,-4.692132,Harvard_20,298.3231,18.3357,46,-1.737,0.095,-4.451,0.094,0.48,0.056,,,1912,97,7.999,0.184,0.005,0.117,0.889,0.061,7.34623046219286,0.5398010631692114,3.0,298.3204309758933,18.35534261322849
493,299.982949,1.968268,Harvard_5,186.8164,-60.765,52,-7.062,0.117,-0.33,0.104,0.756,0.043,,,1177,58,8.216,0.17,0.078,0.136,0.759,0.087,-31.254553143784296,11.861796142400074,5.0,186.7945810014021,-60.77332918418237
494,290.799116,0.090285,Hogg_10,167.6866,-60.3877,16,-6.189,0.071,1.765,0.057,0.383,0.025,,,2460,160,6.793,0.468,0.017,0.123,1.38,0.051,-51.74402712865014,7.845893964750252,2.0,167.66605702954723,-60.38098130170053
495,307.463924,1.330338,Hogg_16,202.2997,-61.2087,46,-3.479,0.095,-1.645,0.146,0.431,0.065,,,1943,131,7.494,0.262,0.11,0.141,1.422,0.107,,,,202.292359673336,-61.2093055226098
496,314.900511,-0.85866,Hogg_17,218.4643,-61.3275,52,-5.188,0.08,-2.45,0.087,0.413,0.054,-43.793,0.323,2174,130,7.944,0.283,0.209,0.171,1.944,0.032,-43.94752087269208,0.1336041860549034,2.0,218.46102536192825,-61.32343768672199
497,320.765201,6.405225,Hogg_18,222.6944,-52.2854,25,-1.794,0.176,-2.279,0.14,0.562,0.035,,,1619,72,7.497,0.302,-0.018,0.08,1.78,0.121,6.295878236763679,20.718493495920224,3.0,222.7080238913616,-52.27594092913738
498,335.080875,-0.301769,Hogg_19,247.2298,-49.1054,45,-2.071,0.09,-3.12,0.082,0.368,0.04,,,2514,252,7.127,0.406,0.098,0.21,2.347,0.07,-26.264804530474404,4.667309745759308,4.0,247.23934581088133,-49.11221339420299
499,337.946678,-1.44611,Hogg_21,251.4054,-47.7467,55,-0.96,0.136,-2.207,0.122,0.377,0.062,-2.217,1.298,2311,105,7.767,0.51,0.169,0.052,1.936,0.11,-8.861501288003206,0.9588932962833062,3.0,251.41856216329177,-47.749392170384624
500,338.567031,-1.142942,Hogg_22,251.6599,-47.0782,117,-0.75,0.254,-2.013,0.339,0.343,0.138,,,2354,171,7.076,0.06,0.12,0.081,2.097,0.04,,,,251.66724384609404,-47.07686844937769
501,279.465852,0.146913,Hogg_4,149.423,-54.6082,269,-5.016,0.108,4.503,0.116,0.205,0.051,26.578,1.574,3706,167,8.992,0.07,-0.044,0.115,1.926,0.077,26.729158189506443,1.3811099525859865,42.0,149.41683971455936,-54.607978170511736
502,77.700763,4.181199,IC_1311,302.6926,41.1742,435,-3.366,0.152,-5.048,0.158,0.131,0.075,-61.041,0.83,6686,418,9.148,0.042,0.143,0.083,1.554,0.118,-62.576148584510015,0.9874274929568604,22.0,302.7008908206473,41.17742990130103
503,89.600046,-0.394664,IC_1369,318.0236,47.7679,195,-4.638,0.157,-5.6,0.142,0.265,0.064,-47.338,1.03,2812,202,8.52,0.407,-0.023,0.01,2.494,0.09,-48.70605050599422,0.8531118206039933,14.0,318.0325391197814,47.7727436416352
504,99.341689,3.792705,IC_1396,324.7441,57.5637,418,-2.361,0.448,-4.539,0.425,1.064,0.08,-11.537,4.511,914,14,6.697,0.071,-0.023,0.107,1.627,0.129,-17.18437198178652,5.656983596720472,61.0,324.68984768407626,57.50865548435179
505,99.950268,-2.681912,IC_1434,332.6266,52.8556,277,-3.919,0.1,-3.323,0.094,0.284,0.043,-60.435,1.157,2802,325,8.117,0.589,-0.158,0.218,1.406,0.117,-60.57593144561608,0.472545869626742,5.0,332.6207565624481,52.85609598635371
506,101.254049,-2.196784,IC_1442,333.9648,53.9942,93,-3.336,0.089,-3.282,0.085,0.263,0.038,,,2710,112,7.665,0.151,-0.1,0.053,1.517,0.09,,,,333.9782981917212,53.99905714169973
507,123.121449,-6.242745,IC_1590,13.202,56.6285,73,-2.373,0.186,-1.452,0.135,0.343,0.057,,,2346,240,7.059,0.179,-0.157,0.14,1.269,0.103,-37.42067899766175,2.256594652796581,9.0,13.198172436509443,56.63129884705235
508,130.052547,-0.168734,IC_166,28.0963,61.8575,694,-1.45,0.131,1.144,0.166,0.172,0.081,-40.303,0.503,5371,245,9.006,0.032,0.05,0.098,2.845,0.07,-39.7223850726961,0.7637738712960525,29.0,28.09317865520032,61.86047271677057
509,134.747831,0.964976,IC_1805,38.2548,61.4842,132,-0.704,0.181,-0.71,0.212,0.445,0.041,,,2187,211,6.839,0.06,0.31,0.024,2.329,0.048,-38.028372090361415,4.270423446183065,8.0,38.2136450215043,61.471527375698166
510,137.246619,0.929632,IC_1848,42.9094,60.4169,365,-0.374,0.182,-0.321,0.195,0.401,0.062,-57.452,0.316,2004,68,7.094,0.128,-0.1,0.114,1.879,0.039,-57.78772023230267,0.4798101741272174,16.0,42.83257042410356,60.42474427716918
511,186.347213,1.242729,IC_2157,91.1865,24.0845,39,0.966,0.111,-2.99,0.086,0.442,0.037,,,1885,155,7.552,0.185,-0.098,0.055,1.651,0.051,,,,91.1919863697466,24.08289015970654
512,270.427528,-6.700044,IC_2391,130.3821,-53.001,207,-24.764,0.848,23.278,0.72,6.572,0.147,15.204,1.577,150,1,7.688,0.042,0.0,0.011,0.156,0.04,14.264426377602469,1.084978297948397,80.0,130.29708766553892,-53.03543075458308
513,266.54087,-3.647717,IC_2395,130.4714,-48.0722,269,-4.463,0.271,3.258,0.291,1.375,0.093,19.065,1.419,710,6,7.149,0.032,-0.007,0.06,0.475,0.034,18.852530868593757,1.8828665866549887,61.0,130.6076580277531,-48.12712041354358
514,277.818651,-4.456298,IC_2488,141.8464,-57.019,424,-7.764,0.163,5.689,0.147,0.724,0.045,-3.269,0.218,1271,31,8.254,0.09,0.094,0.078,0.888,0.022,-3.2022159713289686,0.9213595052023142,56.0,141.87266759163177,-56.99436974531112
515,284.588853,0.025333,IC_2581,156.8628,-57.6254,123,-7.276,0.065,3.598,0.068,0.349,0.036,,,2449,153,7.109,0.225,0.01,0.139,1.395,0.044,,,,156.8731137481021,-57.63016644913063
516,289.486377,-4.987974,IC_2602,160.4181,-64.4173,268,-17.638,0.876,10.68,0.842,6.552,0.168,16.806,1.829,152,1,7.672,0.023,-0.016,0.012,0.295,0.034,16.262999987773803,1.17545400629823,107.0,160.918328555764,-64.37314318020421
517,292.401335,-1.775366,IC_2714,169.3793,-62.711,911,-7.588,0.196,2.66,0.187,0.723,0.049,-13.184,0.351,1229,16,8.678,0.074,0.04,0.032,1.218,0.039,-13.4870876592148,0.62987718412491,98.0,169.3737291179105,-62.71899116703262
